"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2016;"Renda neta mitjana per persona.";"6. el Pla del Real";"6.2. Mestalla";6;2;62;16553,105687071
2016;"Renda neta mitjana per persona.";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;20247,282687747
2016;"Renda neta mitjana per persona.";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;17149,506568779
2016;"Renda neta mitjana per persona.";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;10608,8517519162
2016;"Renda neta mitjana per persona.";"7. l'Olivereta";"7.2. Soternes";7;2;72;10010,6375988643
2016;"Renda neta mitjana per persona.";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;8508,5666783749
2016;"Renda neta mitjana per persona.";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;7131,08108108108
2016;"Renda neta mitjana per persona.";"7. l'Olivereta";"7.5. la Llum";7;5;75;11050,1485148515
2016;"Renda neta mitjana per persona.";"8. Patraix";"8.1. Patraix";8;1;81;12137,2397372742
2016;"Renda neta mitjana per persona.";"8. Patraix";"8.2. Sant Isidre";8;2;82;10408,2835851368
2016;"Renda neta mitjana per persona.";"8. Patraix";"8.3. Vara de Quart";8;3;83;11652,208490111
2016;"Renda neta mitjana per persona.";"8. Patraix";"8.4. Safranar";8;4;84;11768,7604935551
2016;"Renda neta mitjana per persona.";"8. Patraix";"8.5. Favara";8;5;85;10549,1759233155
2016;"Renda neta mitjana per persona.";"9. Jesús";"9.1. la Raiosa";9;1;91;10920,3779277491
2016;"Renda neta mitjana per persona.";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;10159,4896559948
2016;"Renda neta mitjana per persona.";"9. Jesús";"9.3. la Creu Coberta";9;3;93;10665,5993371997
2016;"Renda neta mitjana per persona.";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;9541,74029150953
2016;"Renda neta mitjana per persona.";"9. Jesús";"9.5. Camí Real";9;5;95;9895,45351043643
2016;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;10773,4930031733
2016;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.2. en Corts";10;2;102;9741,68551146083
2016;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.3. Malilla";10;3;103;10735,0389961921
2016;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;8381,38554216867
2016;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;7583,26001550788
2016;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.6. la Punta";10;6;106;10624,2679089027
2016;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;15305,6210604929
2016;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.1. el Grau";11;1;111;10361,0674095925
2016;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;9982,93729650247
2016;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;10061,4134924998
2016;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.4. Beteró";11;4;114;11720,0044388079
2016;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;8049,15660770031
2016;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.1. Aiora";12;1;121;10272,1186950862
2016;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.2. Albors";12;2;122;11502,3159689558
2016;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;9872,02189781022
2016;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;10894,7530481046
2016;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;18388,5076294505
2016;"Renda neta mitjana per persona.";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;11699,3371998608
2016;"Renda neta mitjana per persona.";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;13879,7239405332
2016;"Renda neta mitjana per persona.";"13. Algirós";"13.3. l'Amistat";13;3;133;11505,0582369942
2016;"Renda neta mitjana per persona.";"13. Algirós";"13.4. la Bega Baixa";13;4;134;15768,3352445798
2016;"Renda neta mitjana per persona.";"13. Algirós";"13.5. la Carrasca";13;5;135;16018,4332833583
2016;"Renda neta mitjana per persona.";"14. Benimaclet";"14.1. Benimaclet";14;1;141;12668,9703883285
2016;"Renda neta mitjana per persona.";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;12977,4977603583
2016;"Renda neta mitjana per persona.";"15. Rascanya";"15.1. Orriols";15;1;151;7914,5292062876
2016;"Renda neta mitjana per persona.";"15. Rascanya";"15.2. Torrefiel";15;2;152;8870,93088637251
2016;"Renda neta mitjana per persona.";"15. Rascanya";"15.3. Sant Llorenç";15;3;153;14948,618993994
2016;"Renda neta mitjana per persona.";"16. Benicalap";"16.1. Benicalap";16;1;161;10433,0375215933
2016;"Renda neta mitjana per persona.";"16. Benicalap";"16.2. Ciutat Fallera";16;2;162;7675,09241915533
2016;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.1. Benifaraig";17;1;171;10361
2016;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.2. Poble Nou";17;2;172;9594
2016;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.3. Carpesa";17;3;173;10829
2016;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.4. Cases de Bàrcena";17;4;174;10361
2016;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.5. Mauella";17;5;175;10361
2016;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.6. Massarrojos";17;6;176;16404
2016;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.7. Borbotó";17;7;177;9863
2016;"Renda neta mitjana per persona.";"18. Pobles de l'Oest";"18.1. Benimàmet";18;1;181;9365,4333888125
2016;"Renda neta mitjana per persona.";"18. Pobles de l'Oest";"18.2. Beniferri";18;2;182;11819
2016;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.1. el Forn d'Alcedo";19;1;191;9159
2016;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.2. el Castellar-l'Oliverar";19;2;192;10059,1226303318
2016;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.3. Pinedo";19;3;193;11089,9830713422
2016;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.4. el Saler";19;4;194;14540
2016;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.5. el Palmar";19;5;195;10603
2016;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.6. el Perellonet";19;6;196;14428
2016;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.7. la Torre";19;7;197;8906,30197322058
2016;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.8. Faitanar";19;8;198;9007
