"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2020;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;10040,8958333333
2020;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;8888,59865591398
2020;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.6. la Punta";10;6;106;12075,0234227427
2020;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;17774,8514905894
2020;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.1. el Grau";11;1;111;11897,0398515122
2020;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;11796,0517408124
2020;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;11491,2518895696
2020;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.4. Beteró";11;4;114;13326,9426145136
2020;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;9344,39246678998
2020;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.1. Aiora";12;1;121;12069,9672715221
2020;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.2. Albors";12;2;122;13234,930990041
2020;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;11426,8633393577
2020;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;13165,4495454545
2020;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;20382,7840371888
2020;"Renda neta mitjana per persona.";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;13178,7345679012
2020;"Renda neta mitjana per persona.";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;15609,9754091263
2020;"Renda neta mitjana per persona.";"13. Algirós";"13.3. l'Amistat";13;3;133;13025,8414401176
2020;"Renda neta mitjana per persona.";"13. Algirós";"13.4. la Bega Baixa";13;4;134;17497,0872720506
2020;"Renda neta mitjana per persona.";"13. Algirós";"13.5. la Carrasca";13;5;135;18596,3599755949
2020;"Renda neta mitjana per persona.";"14. Benimaclet";"14.1. Benimaclet";14;1;141;14756,4708013075
2020;"Renda neta mitjana per persona.";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;15084,0745903183
2020;"Renda neta mitjana per persona.";"15. Rascanya";"15.1. Orriols";15;1;151;9155,56134432784
2020;"Renda neta mitjana per persona.";"15. Rascanya";"15.2. Torrefiel";15;2;152;10371,9751470531
2020;"Renda neta mitjana per persona.";"15. Rascanya";"15.3. Sant Llorenç";15;3;153;17012,8044497564
2020;"Renda neta mitjana per persona.";"16. Benicalap";"16.1. Benicalap";16;1;161;11875,3386334548
2020;"Renda neta mitjana per persona.";"16. Benicalap";"16.2. Ciutat Fallera";16;2;162;8974,36618004866
2020;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.1. Benifaraig";17;1;171;12512
2020;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.2. Poble Nou";17;2;172;10958
2020;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.3. Carpesa";17;3;173;13112
2020;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.4. Cases de Bàrcena";17;4;174;12512
2020;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.5. Mauella";17;5;175;12512
2020;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.6. Massarrojos";17;6;176;17671
2020;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.7. Borbotó";17;7;177;11668
2020;"Renda neta mitjana per persona.";"18. Pobles de l'Oest";"18.1. Benimàmet";18;1;181;10836,076831489
2020;"Renda neta mitjana per persona.";"18. Pobles de l'Oest";"18.2. Beniferri";18;2;182;13604
2020;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.1. el Forn d'Alcedo";19;1;191;10363
2020;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.2. el Castellar-l'Oliverar";19;2;192;11656,5601011604
2020;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.3. Pinedo";19;3;193;12915,0015822785
2020;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.4. el Saler";19;4;194;16614
2020;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.5. el Palmar";19;5;195;12199
2020;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.6. el Perellonet";19;6;196;15831
2020;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.7. la Torre";19;7;197;10259,5219186785
2020;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.8. Faitanar";19;8;198;10703
2020;"Renda neta mitjana per persona.";;;;;;
