"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2020;"Distribució de la renda P80/P20.";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;2,7
2020;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;2,86452532510642
2020;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.2. Soternes";7;2;72;2,64446777241235
2020;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;2,84330717488789
2020;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;3,26085814360771
2020;"Distribució de la renda P80/P20.";"7. l'Olivereta";"7.5. la Llum";7;5;75;2,46907975460123
2020;"Distribució de la renda P80/P20.";"8. Patraix";"8.1. Patraix";8;1;81;2,80452809828173
2020;"Distribució de la renda P80/P20.";"8. Patraix";"8.2. Sant Isidre";8;2;82;2,24957282552753
2020;"Distribució de la renda P80/P20.";"8. Patraix";"8.3. Vara de Quart";8;3;83;2,508837117861
2020;"Distribució de la renda P80/P20.";"8. Patraix";"8.4. Safranar";8;4;84;2,38976470588235
2020;"Distribució de la renda P80/P20.";"8. Patraix";"8.5. Favara";8;5;85;2,75160758450124
2020;"Distribució de la renda P80/P20.";"9. Jesús";"9.1. la Raiosa";9;1;91;3,01051828256686
2020;"Distribució de la renda P80/P20.";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;2,62207854694172
2020;"Distribució de la renda P80/P20.";"9. Jesús";"9.3. la Creu Coberta";9;3;93;2,8266296109146
2020;"Distribució de la renda P80/P20.";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;2,56819289340102
2020;"Distribució de la renda P80/P20.";"9. Jesús";"9.5. Camí Real";9;5;95;2,55595143837424
2020;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;2,99322894399316
2020;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.2. en Corts";10;2;102;3,03224953063663
2020;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.3. Malilla";10;3;103;2,47945926163136
2020;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;2,68333333333333
2020;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;2,88795698924731
2020;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.6. la Punta";10;6;106;2,97635058556857
2020;"Distribució de la renda P80/P20.";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;3,00939689517791
2020;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.1. el Grau";11;1;111;2,90125559558904
2020;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;3,11371695680206
2020;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;2,82423422706659
2020;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.4. Beteró";11;4;114;2,60030880082347
2020;"Distribució de la renda P80/P20.";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;2,995678493358
2020;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.1. Aiora";12;1;121;2,73986660038114
2020;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.2. Albors";12;2;122;3,03606326889279
2020;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;2,66646044765745
2020;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;3,20745454545455
2020;"Distribució de la renda P80/P20.";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;2,89718720453829
2020;"Distribució de la renda P80/P20.";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;2,65239791073124
2020;"Distribució de la renda P80/P20.";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;2,72228764395186
2020;"Distribució de la renda P80/P20.";"13. Algirós";"13.3. l'Amistat";13;3;133;3,26376193975018
2020;"Distribució de la renda P80/P20.";"13. Algirós";"13.4. la Bega Baixa";13;4;134;2,65612206922218
2020;"Distribució de la renda P80/P20.";"13. Algirós";"13.5. la Carrasca";13;5;135;2,81873093349603
2020;"Distribució de la renda P80/P20.";"14. Benimaclet";"14.1. Benimaclet";14;1;141;2,92103542715788
2020;"Distribució de la renda P80/P20.";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;2,50291957054059
2020;"Distribució de la renda P80/P20.";"15. Rascanya";"15.1. Orriols";15;1;151;2,81314342828586
2020;"Distribució de la renda P80/P20.";"15. Rascanya";"15.2. Torrefiel";15;2;152;2,5954150597951
2020;"Distribució de la renda P80/P20.";"15. Rascanya";"15.3. Sant Llorenç";15;3;153;2,38700009193712
2020;"Distribució de la renda P80/P20.";"16. Benicalap";"16.1. Benicalap";16;1;161;2,58353844639165
2020;"Distribució de la renda P80/P20.";"16. Benicalap";"16.2. Ciutat Fallera";16;2;162;2,4155370177268
2020;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.1. Benifaraig";17;1;171;2,6
2020;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.2. Poble Nou";17;2;172;2,9
2020;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.3. Carpesa";17;3;173;2,4
2020;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.4. Cases de Bàrcena";17;4;174;2,6
2020;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.5. Mauella";17;5;175;2,6
2020;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.6. Massarrojos";17;6;176;2,9
2020;"Distribució de la renda P80/P20.";"17. Pobles del Nord";"17.7. Borbotó";17;7;177;2,2
2020;"Distribució de la renda P80/P20.";"18. Pobles de l'Oest";"18.1. Benimàmet";18;1;181;2,59477517859644
2020;"Distribució de la renda P80/P20.";"18. Pobles de l'Oest";"18.2. Beniferri";18;2;182;2,9
2020;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.1. el Forn d'Alcedo";19;1;191;2,4
2020;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.2. el Castellar-l'Oliverar";19;2;192;2,42206188634335
2020;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.3. Pinedo";19;3;193;2,44121835443038
2020;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.4. el Saler";19;4;194;3
2020;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.5. el Palmar";19;5;195;2,1
2020;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.6. el Perellonet";19;6;196;2,9
2020;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.7. la Torre";19;7;197;2,75514612452351
2020;"Distribució de la renda P80/P20.";"19. Pobles del Sud";"19.8. Faitanar";19;8;198;2,9
2020;"Distribució de la renda P80/P20.";;;;;;
