"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2019;"Renda neta mitjana per persona.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;19302,9705882353
2019;"Renda neta mitjana per persona.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;22790,2505257624
2019;"Renda neta mitjana per persona.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;15167,1275706941
2019;"Renda neta mitjana per persona.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;15495,5730337079
2019;"Renda neta mitjana per persona.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;17457,3090031241
2019;"Renda neta mitjana per persona.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;22979,8506932101
2019;"Renda neta mitjana per persona.";"2. l'Eixample";"2.1. Russafa";2;1;21;16071,6600720186
2019;"Renda neta mitjana per persona.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;30063,2561393489
2019;"Renda neta mitjana per persona.";"2. l'Eixample";"2.3. Gran Via";2;3;23;20940,5636593592
2019;"Renda neta mitjana per persona.";"3. Extramurs";"3.1. el Botànic";3;1;31;16219,3578676115
2019;"Renda neta mitjana per persona.";"3. Extramurs";"3.2. la Roqueta";3;2;32;16495,5483506552
2019;"Renda neta mitjana per persona.";"3. Extramurs";"3.3. la Petxina";3;3;33;16222,2054674906
2019;"Renda neta mitjana per persona.";"3. Extramurs";"3.4. Arrancapins";3;4;34;17218,0851242965
2019;"Renda neta mitjana per persona.";"4. Campanar";"4.1. Campanar";4;1;41;15312,0875918796
2019;"Renda neta mitjana per persona.";"4. Campanar";"4.2. les Tendetes";4;2;42;13047,1930457914
2019;"Renda neta mitjana per persona.";"4. Campanar";"4.3. el Calvari";4;3;43;9790,93855544252
2019;"Renda neta mitjana per persona.";"4. Campanar";"4.4. Sant Pau";4;4;44;17010,1367234349
2019;"Renda neta mitjana per persona.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;11737,4467907752
2019;"Renda neta mitjana per persona.";"5. la Saïdia";"5.2. Morvedre";5;2;52;13155,1118468701
2019;"Renda neta mitjana per persona.";"5. la Saïdia";"5.3. Trinitat";5;3;53;14218,0833440185
2019;"Renda neta mitjana per persona.";"5. la Saïdia";"5.4. Tormos";5;4;54;10958,4610472541
2019;"Renda neta mitjana per persona.";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;13804,5617965819
2019;"Renda neta mitjana per persona.";"6. el Pla del Real";"6.1. Exposició";6;1;61;22803,9869212267
2019;"Renda neta mitjana per persona.";"6. el Pla del Real";"6.2. Mestalla";6;2;62;18152,152049571
2019;"Renda neta mitjana per persona.";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;23150,4611285266
2019;"Renda neta mitjana per persona.";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;18893,807549963
2019;"Renda neta mitjana per persona.";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;11856,452167242
2019;"Renda neta mitjana per persona.";"7. l'Olivereta";"7.2. Soternes";7;2;72;11346,5976658477
2019;"Renda neta mitjana per persona.";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;9429,53440493229
2019;"Renda neta mitjana per persona.";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;8043,56196459166
2019;"Renda neta mitjana per persona.";"7. l'Olivereta";"7.5. la Llum";7;5;75;12611,0843712334
2019;"Renda neta mitjana per persona.";"8. Patraix";"8.1. Patraix";8;1;81;13454,1025307185
2019;"Renda neta mitjana per persona.";"8. Patraix";"8.2. Sant Isidre";8;2;82;11841,8312189181
2019;"Renda neta mitjana per persona.";"8. Patraix";"8.3. Vara de Quart";8;3;83;13178,0060834299
2019;"Renda neta mitjana per persona.";"8. Patraix";"8.4. Safranar";8;4;84;13402,5603504218
2019;"Renda neta mitjana per persona.";"8. Patraix";"8.5. Favara";8;5;85;11995,4767632586
2019;"Renda neta mitjana per persona.";"9. Jesús";"9.1. la Raiosa";9;1;91;12128,3807119741
2019;"Renda neta mitjana per persona.";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;11487,7473261242
2019;"Renda neta mitjana per persona.";"9. Jesús";"9.3. la Creu Coberta";9;3;93;12116,3469387755
2019;"Renda neta mitjana per persona.";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;10832,0567340404
2019;"Renda neta mitjana per persona.";"9. Jesús";"9.5. Camí Real";9;5;95;10880,6337405771
2019;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;12175,4929395334
2019;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.2. en Corts";10;2;102;11286,4356593039
2019;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.3. Malilla";10;3;103;12324,48470836
2019;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;9699,81863895407
2019;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;8588,14528693846
2019;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.6. la Punta";10;6;106;11898,5700649103
2019;"Renda neta mitjana per persona.";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;17302,5258866694
2019;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.1. el Grau";11;1;111;11698,2966202354
2019;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;11578,5073455848
2019;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;11444,4926262943
2019;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.4. Beteró";11;4;114;13320,2960986148
2019;"Renda neta mitjana per persona.";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;9070,38186077644
2019;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.1. Aiora";12;1;121;11789,5909962859
2019;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.2. Albors";12;2;122;12925,583717181
2019;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;11299,8129309756
2019;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;12582,2966120709
2019;"Renda neta mitjana per persona.";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;20077,6215272265
2019;"Renda neta mitjana per persona.";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;12929,4272643039
2019;"Renda neta mitjana per persona.";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;15324,6617821447
2019;"Renda neta mitjana per persona.";"13. Algirós";"13.3. l'Amistat";13;3;133;12759,2440484676
2019;"Renda neta mitjana per persona.";"13. Algirós";"13.4. la Bega Baixa";13;4;134;17686,4928909953
2019;"Renda neta mitjana per persona.";"13. Algirós";"13.5. la Carrasca";13;5;135;18089,0618432903
2019;"Renda neta mitjana per persona.";"14. Benimaclet";"14.1. Benimaclet";14;1;141;14459,4867495004
2019;"Renda neta mitjana per persona.";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;14828,7709683392
2019;"Renda neta mitjana per persona.";"15. Rascanya";"15.1. Orriols";15;1;151;8873,19395711501
2019;"Renda neta mitjana per persona.";"15. Rascanya";"15.2. Torrefiel";15;2;152;10159,8385038588
2019;"Renda neta mitjana per persona.";"15. Rascanya";"15.3. Sant Llorenç";15;3;153;16724,131615026
2019;"Renda neta mitjana per persona.";"16. Benicalap";"16.1. Benicalap";16;1;161;11652,644646204
2019;"Renda neta mitjana per persona.";"16. Benicalap";"16.2. Ciutat Fallera";16;2;162;8812,70533880904
2019;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.1. Benifaraig";17;1;171;12206
2019;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.2. Poble Nou";17;2;172;10497
2019;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.3. Carpesa";17;3;173;12358
2019;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.4. Cases de Bàrcena";17;4;174;12206
2019;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.5. Mauella";17;5;175;12206
2019;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.6. Massarrojos";17;6;176;18359
2019;"Renda neta mitjana per persona.";"17. Pobles del Nord";"17.7. Borbotó";17;7;177;11955
2019;"Renda neta mitjana per persona.";"18. Pobles de l'Oest";"18.1. Benimàmet";18;1;181;10560,749689441
2019;"Renda neta mitjana per persona.";"18. Pobles de l'Oest";"18.2. Beniferri";18;2;182;13047
2019;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.1. el Forn d'Alcedo";19;1;191;10470
2019;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.2. el Castellar-l'Oliverar";19;2;192;11583,297759434
2019;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.3. Pinedo";19;3;193;12644,6780125196
2019;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.4. el Saler";19;4;194;15943
2019;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.5. el Palmar";19;5;195;12404
2019;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.6. el Perellonet";19;6;196;15595
2019;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.7. la Torre";19;7;197;10126,5067449611
2019;"Renda neta mitjana per persona.";"19. Pobles del Sud";"19.8. Faitanar";19;8;198;10604
2019;"Renda neta mitjana per persona.";;;;;;
