"Any";"Indicador";"Districte";"Barri";"DT";"BA";"DTBA";"Valor"
2020;"Índex de Gini.";"1. Ciutat Vella";"1.1. la Seu";1;1;11;37,0477869737316
2020;"Índex de Gini.";"1. Ciutat Vella";"1.2. la Xerea";1;2;12;41,4349416755037
2020;"Índex de Gini.";"1. Ciutat Vella";"1.3. el Carme";1;3;13;33,2409795918367
2020;"Índex de Gini.";"1. Ciutat Vella";"1.4. el Pilar";1;4;14;34,6663157894737
2020;"Índex de Gini.";"1. Ciutat Vella";"1.5. el Mercat";1;5;15;36,1951755638025
2020;"Índex de Gini.";"1. Ciutat Vella";"1.6. Sant Francesc";1;6;16;38,3965536105033
2020;"Índex de Gini.";"2. l'Eixample";"2.1. Russafa";2;1;21;33,423278407875
2020;"Índex de Gini.";"2. l'Eixample";"2.2. el Pla del Remei";2;2;22;40,7112655661743
2020;"Índex de Gini.";"2. l'Eixample";"2.3. Gran Via";2;3;23;34,4897224114441
2020;"Índex de Gini.";"3. Extramurs";"3.1. el Botànic";3;1;31;32,5562428965741
2020;"Índex de Gini.";"3. Extramurs";"3.2. la Roqueta";3;2;32;38,9440486925158
2020;"Índex de Gini.";"3. Extramurs";"3.3. la Petxina";3;3;33;32,1203339011925
2020;"Índex de Gini.";"3. Extramurs";"3.4. Arrancapins";3;4;34;32,6766520817358
2020;"Índex de Gini.";"4. Campanar";"4.1. Campanar";4;1;41;29,7907149818375
2020;"Índex de Gini.";"4. Campanar";"4.2. les Tendetes";4;2;42;34,5367644202758
2020;"Índex de Gini.";"4. Campanar";"4.3. el Calvari";4;3;43;32,3485210824418
2020;"Índex de Gini.";"4. Campanar";"4.4. Sant Pau";4;4;44;30,2834061135371
2020;"Índex de Gini.";"5. la Saïdia";"5.1. Marxalenes";5;1;51;31,9878991120348
2020;"Índex de Gini.";"5. la Saïdia";"5.2. Morvedre";5;2;52;31,7119928713702
2020;"Índex de Gini.";"5. la Saïdia";"5.3. Trinitat";5;3;53;32,1681562049535
2020;"Índex de Gini.";"5. la Saïdia";"5.4. Tormos";5;4;54;30,9263663663664
2020;"Índex de Gini.";"5. la Saïdia";"5.5. Sant Antoni";5;5;55;30,7699872557349
2020;"Índex de Gini.";"6. el Pla del Real";"6.1. Exposició";6;1;61;33,9285649340809
2020;"Índex de Gini.";"6. el Pla del Real";"6.2. Mestalla";6;2;62;33,8144470620843
2020;"Índex de Gini.";"6. el Pla del Real";"6.3. Jaume Roig";6;3;63;32,6328100222011
2020;"Índex de Gini.";"6. el Pla del Real";"6.4. Ciutat Universitària";6;4;64;30,0772925764192
2020;"Índex de Gini.";"7. l'Olivereta";"7.1. Nou Moles";7;1;71;31,6866677080486
2020;"Índex de Gini.";"7. l'Olivereta";"7.2. Soternes";7;2;72;30,5886416124291
2020;"Índex de Gini.";"7. l'Olivereta";"7.3. Tres Forques";7;3;73;31,0055044843049
2020;"Índex de Gini.";"7. l'Olivereta";"7.4. la Fontsanta";7;4;74;32,7217162872154
2020;"Índex de Gini.";"7. l'Olivereta";"7.5. la Llum";7;5;75;28,3886298568507
2020;"Índex de Gini.";"8. Patraix";"8.1. Patraix";8;1;81;30,9464596995103
2020;"Índex de Gini.";"8. Patraix";"8.2. Sant Isidre";8;2;82;26,4065054040144
2020;"Índex de Gini.";"8. Patraix";"8.3. Vara de Quart";8;3;83;28,4005603066942
2020;"Índex de Gini.";"8. Patraix";"8.4. Safranar";8;4;84;28,032320855615
2020;"Índex de Gini.";"8. Patraix";"8.5. Favara";8;5;85;30,5323165704864
2020;"Índex de Gini.";"9. Jesús";"9.1. la Raiosa";9;1;91;32,8897272546287
2020;"Índex de Gini.";"9. Jesús";"9.2. l'Hort de Senabre";9;2;92;29,8944848740001
2020;"Índex de Gini.";"9. Jesús";"9.3. la Creu Coberta";9;3;93;30,8130032002695
2020;"Índex de Gini.";"9. Jesús";"9.4. Sant Marcel·lí";9;4;94;28,8611065989848
2020;"Índex de Gini.";"9. Jesús";"9.5. Camí Real";9;5;95;29,6309316442333
2020;"Índex de Gini.";"10. Quatre Carreres";"10.1. Mont-Olivet";10;1;101;32,9071237708422
2020;"Índex de Gini.";"10. Quatre Carreres";"10.2. en Corts";10;2;102;33,4653183137054
2020;"Índex de Gini.";"10. Quatre Carreres";"10.3. Malilla";10;3;103;28,1693352852372
2020;"Índex de Gini.";"10. Quatre Carreres";"10.4. Fonteta de Sant Lluís";10;4;104;29,73125
2020;"Índex de Gini.";"10. Quatre Carreres";"10.5. na Rovella";10;5;105;31,4151344086021
2020;"Índex de Gini.";"10. Quatre Carreres";"10.6. la Punta";10;6;106;32,8108046845485
2020;"Índex de Gini.";"10. Quatre Carreres";"10.7. Ciutat de les Arts i de les Ciències";10;7;107;33,3709712872647
2020;"Índex de Gini.";"11. Poblats Marítims";"11.1. el Grau";11;1;111;32,5437711540561
2020;"Índex de Gini.";"11. Poblats Marítims";"11.2. el Cabanyal-el Canyamelar";11;2;112;33,6326348592306
2020;"Índex de Gini.";"11. Poblats Marítims";"11.3. la Malva-rosa";11;3;113;31,131728856711
2020;"Índex de Gini.";"11. Poblats Marítims";"11.4. Beteró";11;4;114;30,0752058672156
2020;"Índex de Gini.";"11. Poblats Marítims";"11.5. Natzaret";11;5;115;33,304607365058
2020;"Índex de Gini.";"12. Camins al Grau";"12.1. Aiora";12;1;121;31,0821029082774
2020;"Índex de Gini.";"12. Camins al Grau";"12.2. Albors";12;2;122;32,3586174575278
2020;"Índex de Gini.";"12. Camins al Grau";"12.3. la Creu del Grau";12;3;123;30,2845405255109
2020;"Índex de Gini.";"12. Camins al Grau";"12.4. Camí Fondo";12;4;124;34,153
2020;"Índex de Gini.";"12. Camins al Grau";"12.5. Penya-roja";12;5;125;33,5196028994642
2020;"Índex de Gini.";"13. Algirós";"13.1. l'Illa Perduda";13;1;131;29,7338675213675
2020;"Índex de Gini.";"13. Algirós";"13.2. Ciutat Jardí";13;2;132;30,8170231188848
2020;"Índex de Gini.";"13. Algirós";"13.3. l'Amistat";13;3;133;33,9850551065393
2020;"Índex de Gini.";"13. Algirós";"13.4. la Bega Baixa";13;4;134;30,2665053963528
2020;"Índex de Gini.";"13. Algirós";"13.5. la Carrasca";13;5;135;31,9092129347163
2020;"Índex de Gini.";"14. Benimaclet";"14.1. Benimaclet";14;1;141;31,5971949818889
2020;"Índex de Gini.";"14. Benimaclet";"14.2. Camí de Vera";14;2;142;29,0935769448107
2020;"Índex de Gini.";"15. Rascanya";"15.1. Orriols";15;1;151;31,3274925037481
2020;"Índex de Gini.";"15. Rascanya";"15.2. Torrefiel";15;2;152;29,8273771960578
2020;"Índex de Gini.";"15. Rascanya";"15.3. Sant Llorenç";15;3;153;28,0854279672704
2020;"Índex de Gini.";"16. Benicalap";"16.1. Benicalap";16;1;161;29,2665157034557
2020;"Índex de Gini.";"16. Benicalap";"16.2. Ciutat Fallera";16;2;162;28,5309523809524
2020;"Índex de Gini.";"17. Pobles del Nord";"17.1. Benifaraig";17;1;171;28,7
2020;"Índex de Gini.";"17. Pobles del Nord";"17.2. Poble Nou";17;2;172;32,6
2020;"Índex de Gini.";"17. Pobles del Nord";"17.3. Carpesa";17;3;173;28,9
2020;"Índex de Gini.";"17. Pobles del Nord";"17.4. Cases de Bàrcena";17;4;174;28,7
2020;"Índex de Gini.";"17. Pobles del Nord";"17.5. Mauella";17;5;175;28,7
2020;"Índex de Gini.";"17. Pobles del Nord";"17.6. Massarrojos";17;6;176;32
2020;"Índex de Gini.";"17. Pobles del Nord";"17.7. Borbotó";17;7;177;29,5
2020;"Índex de Gini.";"18. Pobles de l'Oest";"18.1. Benimàmet";18;1;181;30,0200448242051
2020;"Índex de Gini.";"18. Pobles de l'Oest";"18.2. Beniferri";18;2;182;33,1
