id,url,longitude,latitude,found,revised,host-id,room_type,bedrooms,capacity,reviews,min_nights,price
airbnb599232358a46554f807aef061,https://www.airbnb.es/rooms/20824497,-0.4103839573623901,39.53735049527457,2018-04-06 23:07:50.608000,2018-09-16 20:01:22.564000,airbnb6287891,private_room,1,1,5,2,
airbnb599232358a46554f807aef062,https://www.airbnb.es/rooms/9743638,-0.40553298380520936,39.53781659071921,2017-08-15 07:28:00.528000,2017-10-09 10:35:28.994000,airbnb12141318,private_room,2,3,1,2,20
airbnb599232358a46554f807aef063,https://www.airbnb.es/rooms/440532,-0.4031724770196473,39.54103845253911,2017-08-15 00:46:12.488000,2018-05-28 19:07:16.438000,airbnb2188640,entire_home,0,5,85,2,36
airbnb599232358a46554f807aef064,https://www.airbnb.es/rooms/21776794,-0.4123576266587687,39.54622506724121,2018-04-06 23:07:50.608000,2018-05-13 11:13:28.098000,airbnb16281228,private_room,1,1,0,4,25
airbnb599232358a46554f807aef065,https://www.airbnb.es/rooms/12259478,-0.41381485255115563,39.54609573138564,2017-08-15 00:46:40.554000,2018-09-16 20:16:36.321000,airbnb66014145,private_room,0,3,1,1,
airbnb599232358a46554f807aef066,https://www.airbnb.es/rooms/9227288,-0.4134381702292753,39.54545916708448,2017-08-15 00:46:48.467000,2018-04-18 15:19:22.771000,airbnb27120715,entire_home,0,6,2,3,108
airbnb599232358a46554f807aef067,https://www.airbnb.es/rooms/15230810,-0.4130492816146334,39.54561280905535,2017-08-15 00:46:48.466000,2018-09-16 19:59:56.488000,airbnb87483114,private_room,1,1,10,1,
airbnb599232358a46554f807aef068,https://www.airbnb.es/rooms/19728888,-0.414133907036575,39.543855473946415,2017-08-15 00:46:16.200000,2017-10-08 13:05:56.120000,airbnb51685079,entire_home,1,2,10,3,35
airbnb599232358a46554f807aef069,https://www.airbnb.es/rooms/14890404,-0.4255187241643512,39.50177586152832,2017-08-15 03:54:55.309000,2018-06-04 19:24:48.612000,airbnb50652985,private_room,1,1,30,1,13
airbnb599232358a46554f807aef0610,https://www.airbnb.es/rooms/14889406,-0.42540262225870024,39.50155947833479,2017-08-15 03:54:47.292000,2018-06-04 19:24:42.477000,airbnb50652985,private_room,1,1,59,1,13
airbnb599232358a46554f807aef0611,https://www.airbnb.es/rooms/2488639,-0.425308438841975,39.504346180736576,2017-08-15 03:54:55.310000,2018-09-16 20:11:26.793000,airbnb12737363,entire_home,0,4,29,2,
airbnb599232358a46554f807aef0612,https://www.airbnb.es/rooms/27165541,-0.422031211996588,39.49963157146674,2018-08-26 07:05:50.378000,2018-09-16 00:17:11.375000,airbnb61615570,entire_home,3,4,8,2,
airbnb599232358a46554f807aef0613,https://www.airbnb.es/rooms/18071557,-0.4250591591668931,39.49756615403706,2017-08-15 03:54:59.404000,2018-09-16 00:25:54.311000,airbnb34677591,entire_home,1,4,22,2,
airbnb599232358a46554f807aef0614,https://www.airbnb.es/rooms/18072775,-0.42642201847568806,39.49821067768654,2017-08-15 03:55:03.289000,2018-09-16 00:29:19.291000,airbnb34677591,entire_home,0,14,14,2,
airbnb599232358a46554f807aef0615,https://www.airbnb.es/rooms/18037192,-0.4258317329702842,39.497554152819326,2017-08-15 03:54:51.332000,2018-09-16 00:05:37.110000,airbnb34677591,entire_home,2,4,25,2,
airbnb599232358a46554f807aef0616,https://www.airbnb.es/rooms/17732104,-0.4258211112592989,39.49779841965697,2017-08-15 03:55:03.289000,2018-09-16 00:17:30.627000,airbnb34677591,entire_home,2,2,11,2,
airbnb599232358a46554f807aef0617,https://www.airbnb.es/rooms/17732222,-0.4255411949520438,39.49653974934213,2017-08-15 03:55:03.288000,2018-09-16 00:27:30.576000,airbnb34677591,entire_home,2,5,17,2,
airbnb599232358a46554f807aef0618,https://www.airbnb.es/rooms/16866990,-0.41909080773995294,39.49916496255081,2017-08-15 11:10:33.469000,2018-04-24 12:34:50.957000,airbnb51830284,private_room,1,2,2,3,63
airbnb599232358a46554f807aef0619,https://www.airbnb.es/rooms/17600338,-0.4175568393373214,39.50050964041476,2018-04-06 23:29:22.510000,2018-06-04 19:24:15.365000,airbnb20690916,private_room,1,1,4,2,20
airbnb599232358a46554f807aef0620,https://www.airbnb.es/rooms/24966748,-0.42030167621436887,39.4994325937225,2018-05-24 20:30:43.508000,2018-05-27 19:23:46.135000,airbnb41481657,private_room,1,2,0,1,14
airbnb599232358a46554f807aef0621,https://www.airbnb.es/rooms/19031404,-0.42146735186968437,39.49896006693395,2017-08-15 03:54:59.403000,2018-09-16 00:13:59.616000,airbnb5987061,entire_home,2,4,27,2,
airbnb599232358a46554f807aef0622,https://www.airbnb.es/rooms/27214363,-0.4212100272660377,39.50085290973414,2018-08-26 10:30:18.744000,2018-09-16 20:11:33.316000,airbnb204945567,entire_home,3,4,4,1,
airbnb599232358a46554f807aef0623,https://www.airbnb.es/rooms/17862553,-0.4202078972853287,39.50157898594292,2017-08-15 03:54:59.404000,2018-09-16 20:08:58.542000,airbnb53473218,entire_home,3,5,16,2,
airbnb599232358a46554f807aef0624,https://www.airbnb.es/rooms/25079663,-0.4214790818237369,39.50411890759647,2018-05-26 08:28:35.518000,2018-09-16 20:05:02.276000,airbnb189587527,entire_home,4,8,6,3,
airbnb599232358a46554f807aef0625,https://www.airbnb.es/rooms/18045554,-0.4214665169784946,39.50565219952193,2017-08-15 03:54:51.332000,2018-09-16 19:09:54.903000,airbnb8810241,private_room,0,3,17,1,
airbnb599232358a46554f807aef0626,https://www.airbnb.es/rooms/18445672,-0.41973593545695487,39.50392753179032,2018-04-07 12:36:13.058000,2018-09-16 19:49:37.364000,airbnb8810241,private_room,1,3,4,2,
airbnb599232358a46554f807aef0627,https://www.airbnb.es/rooms/18302411,-0.41845773978411904,39.50367557327551,2017-08-15 11:10:29.255000,2018-09-16 19:11:59.308000,airbnb8810241,entire_home,4,8,21,2,
airbnb599232358a46554f807aef0628,https://www.airbnb.es/rooms/15163462,-0.4192007044257753,39.50293249536681,2018-04-07 12:36:14.880000,2018-06-04 19:24:24.348000,airbnb41635180,private_room,2,2,4,2,53
airbnb599232358a46554f807aef0629,https://www.airbnb.es/rooms/5343409,-0.41954236331578965,39.50170466954444,2017-08-15 03:55:03.288000,2018-09-16 19:53:45.012000,airbnb27690892,entire_home,4,8,13,2,
airbnb599232358a46554f807aef0630,https://www.airbnb.es/rooms/17420578,-0.41716766701844743,39.50060769067921,2017-08-15 11:10:29.255000,2018-09-16 20:28:19.476000,airbnb20690916,private_room,0,2,34,2,
airbnb599232358a46554f807aef0631,https://www.airbnb.es/rooms/17420573,-0.4167258496310445,39.50041932049714,2018-04-06 23:29:22.510000,2018-04-18 15:19:13.664000,airbnb20690916,private_room,1,2,2,3,50
airbnb599232358a46554f807aef0632,https://www.airbnb.es/rooms/26124494,-0.416377577106436,39.50003189715161,2018-08-26 07:05:57.639000,2018-09-15 23:33:14.988000,airbnb39012689,entire_home,2,4,0,4,
airbnb599232358a46554f807aef0633,https://www.airbnb.es/rooms/22969447,-0.4168714280797446,39.49812027803344,2018-04-07 12:35:30.462000,2018-09-16 00:07:12.001000,airbnb169916844,entire_home,1,4,61,1,
airbnb599232358a46554f807aef0634,https://www.airbnb.es/rooms/10099927,-0.4170889077064865,39.497773303248984,2017-08-15 11:10:09.629000,2018-04-24 12:34:48.281000,airbnb51830284,private_room,1,2,32,3,63
airbnb599232358a46554f807aef0635,https://www.airbnb.es/rooms/11808286,-0.41625162706880997,39.497648944561625,2018-04-07 12:35:34.836000,2018-09-16 00:13:08.766000,airbnb60249585,entire_home,4,6,81,1,
airbnb599232358a46554f807aef0636,https://www.airbnb.es/rooms/20620628,-0.41709024547453893,39.49705362087123,2018-04-07 12:35:36.728000,2018-09-16 00:15:48.184000,airbnb116956195,entire_home,5,8,12,2,
airbnb599232358a46554f807aef0637,https://www.airbnb.es/rooms/22163359,-0.42029384084997834,39.49270245381924,2018-04-07 12:35:34.836000,2018-04-20 03:57:14.711000,airbnb127293989,private_room,2,2,1,1,24
airbnb599232358a46554f807aef0638,https://www.airbnb.es/rooms/15739268,-0.40659586069672543,39.49129884944745,2017-08-15 11:10:09.628000,2017-10-10 04:17:05.586000,airbnb45522348,entire_home,2,4,40,2,50
airbnb599232358a46554f807aef0639,https://www.airbnb.es/rooms/22595109,-0.40609053684214297,39.49165195219957,2018-04-24 14:15:36.593000,2018-09-19 21:11:14.929000,airbnb166179909,entire_home,3,5,2,2,
airbnb599232358a46554f807aef0640,https://www.airbnb.es/rooms/17378580,-0.40576013757783647,39.492807213845275,2017-08-15 11:10:13.636000,2017-10-10 04:18:41.200000,airbnb47849153,private_room,1,1,1,1,37
airbnb599232358a46554f807aef0641,https://www.airbnb.es/rooms/23601279,-0.4057990968233026,39.49316431772679,2018-05-05 01:22:32.725000,2018-09-19 20:41:52.745000,airbnb173553781,private_room,1,4,30,1,
airbnb599232358a46554f807aef0642,https://www.airbnb.es/rooms/24069147,-0.40672575304281794,39.492976956992955,2018-05-05 01:22:32.725000,2018-05-30 16:54:42.011000,airbnb173553781,private_room,1,3,3,1,30
airbnb599232358a46554f807aef0643,https://www.airbnb.es/rooms/11653816,-0.4062676242454916,39.49437078467264,2017-08-15 11:10:09.629000,2017-10-10 04:17:56.025000,airbnb60573957,private_room,2,4,10,1,50
airbnb599232358a46554f807aef0644,https://www.airbnb.es/rooms/20154126,-0.4035140106106964,39.49481899633323,2017-08-15 11:10:09.628000,2018-09-19 20:42:49.646000,airbnb65057791,private_room,1,2,17,1,
airbnb599232358a46554f807aef0645,https://www.airbnb.es/rooms/27896806,-0.40410997650529357,39.49152500414315,2018-08-26 20:34:40.519000,2018-09-19 20:49:41.835000,airbnb133325979,private_room,1,2,1,1,
airbnb599232358a46554f807aef0646,https://www.airbnb.es/rooms/4860420,-0.40422630544738725,39.49061912695488,2017-08-15 11:10:17.823000,2018-09-19 21:12:50.558000,airbnb11226361,private_room,0,2,18,1,
airbnb599232358a46554f807aef0647,https://www.airbnb.es/rooms/478752,-0.404,39.49,2017-08-15 11:10:09.628000,2018-09-19 20:47:59.303000,airbnb2370939,entire_home,2,4,157,3,
airbnb599232358a46554f807aef0648,https://www.airbnb.es/rooms/27898474,-0.4039263372451991,39.48936009517758,2018-08-26 20:34:57.275000,2018-09-19 20:46:25.578000,airbnb133325979,private_room,1,2,0,1,
airbnb599232358a46554f807aef0649,https://www.airbnb.es/rooms/1147656,-0.40509355608483477,39.4889866030448,2017-08-15 11:10:13.636000,2018-09-19 20:49:34.907000,airbnb6258307,entire_home,4,6,123,3,
airbnb599232358a46554f807aef0650,https://www.airbnb.es/rooms/17694822,-0.405,39.489,2017-08-15 11:10:09.629000,2018-09-19 20:49:04.697000,airbnb53002738,entire_home,3,4,39,2,
airbnb599232358a46554f807aef0651,https://www.airbnb.es/rooms/5344649,-0.4050352399629616,39.48999252955659,2017-08-15 11:10:17.823000,2018-09-19 21:12:09.842000,airbnb11226361,entire_home,0,5,5,1,
airbnb599232358a46554f807aef0652,https://www.airbnb.es/rooms/11670450,-0.40451822803819654,39.490219067002094,2017-08-15 11:10:09.628000,2018-09-19 20:41:37.287000,airbnb49711764,entire_home,2,4,95,3,
airbnb599232358a46554f807aef0653,https://www.airbnb.es/rooms/13684833,-0.40690393901418054,39.49057107789119,2017-08-15 11:10:09.628000,2018-05-30 16:54:31.844000,airbnb45092549,entire_home,2,5,74,1,57
airbnb599232358a46554f807aef0654,https://www.airbnb.es/rooms/18437600,-0.4043109015897335,39.48676424460829,2017-08-15 11:10:17.822000,2017-10-10 04:19:18.155000,airbnb44649482,private_room,1,1,0,1,20
airbnb599232358a46554f807aef0655,https://www.airbnb.es/rooms/19107198,-0.4051249580561332,39.48662819728237,2017-08-15 11:10:17.823000,2018-09-19 21:05:34.552000,airbnb5829668,entire_home,2,4,4,2,
airbnb599232358a46554f807aef0656,https://www.airbnb.es/rooms/26384636,-0.4047243376067389,39.4875765040289,2018-08-26 20:34:44.307000,2018-09-19 21:02:48.175000,airbnb198401263,entire_home,2,3,1,2,
airbnb599232358a46554f807aef0657,https://www.airbnb.es/rooms/6345212,-0.4033140401025322,39.487150752643146,2017-08-15 11:10:17.822000,2018-05-30 16:57:04.498000,airbnb16908380,entire_home,0,4,0,7,155
airbnb599232358a46554f807aef0658,https://www.airbnb.es/rooms/21648747,-0.40327127016183606,39.48686342665835,2018-05-25 07:24:32.619000,2018-09-19 21:12:36.791000,airbnb43124710,entire_home,2,4,4,1,
airbnb599232358a46554f807aef0659,https://www.airbnb.es/rooms/4599357,-0.403900683972637,39.485901878704624,2017-08-15 11:10:13.635000,2018-09-19 21:05:17.348000,airbnb23839418,entire_home,0,5,12,2,
airbnb599232358a46554f807aef0660,https://www.airbnb.es/rooms/23244407,-0.4029944772109666,39.48955076315478,2018-05-05 01:22:42.982000,2018-09-19 21:11:37.872000,airbnb67689472,entire_home,2,3,0,2,
airbnb599232358a46554f807aef0661,https://www.airbnb.es/rooms/9695752,-0.40136408889625785,39.48982444259007,2017-08-15 11:10:17.822000,2018-09-19 20:47:30.503000,airbnb45381798,entire_home,2,4,37,2,
airbnb599232358a46554f807aef0662,https://www.airbnb.es/rooms/22727462,-0.400557311443899,39.48866823277885,2018-04-24 14:15:55.573000,2018-09-19 20:46:40.664000,airbnb94912657,entire_home,3,4,0,5,
airbnb599232358a46554f807aef0663,https://www.airbnb.es/rooms/19861083,-0.4002538008281275,39.4904252455097,2017-08-15 11:10:09.628000,2018-05-30 16:55:47.281000,airbnb52436032,entire_home,3,5,16,2,95
airbnb599232358a46554f807aef0664,https://www.airbnb.es/rooms/25091006,-0.3989447051586838,39.48877693195172,2018-05-25 07:24:32.618000,2018-09-19 21:12:19.327000,airbnb39640555,entire_home,2,4,1,7,
airbnb599232358a46554f807aef0665,https://www.airbnb.es/rooms/18446920,-0.3965250259060012,39.48729562695289,2017-08-15 11:10:17.822000,2017-10-10 04:19:11.541000,airbnb127878808,entire_home,1,2,0,2,65
airbnb599232358a46554f807aef0666,https://www.airbnb.es/rooms/13332548,-0.3960583612460687,39.48673176403653,2017-08-15 11:10:17.822000,2017-10-10 04:19:14.617000,airbnb18961944,private_room,1,2,0,3,20
airbnb599232358a46554f807aef0667,https://www.airbnb.es/rooms/14174051,-0.39583427796221354,39.4863275863317,2017-08-15 11:10:17.823000,2017-10-10 04:19:31.709000,airbnb23309468,entire_home,1,2,5,3,39
airbnb599232358a46554f807aef0668,https://www.airbnb.es/rooms/21642905,-0.3947953790625987,39.486223024895615,2018-04-24 14:16:13.643000,2018-09-19 20:42:23.118000,airbnb154352621,entire_home,3,4,20,2,
airbnb599232358a46554f807aef0669,https://www.airbnb.es/rooms/23265897,-0.3936845677405104,39.48705646010268,2018-04-24 14:16:13.643000,2018-09-20 16:56:46.705000,airbnb160582408,entire_home,3,4,49,2,
airbnb599232358a46554f807aef0670,https://www.airbnb.es/rooms/13881242,-0.3936930878177644,39.487130985758945,2017-08-15 14:49:37.901000,2018-09-20 17:02:20.951000,airbnb82151209,entire_home,4,7,17,2,
airbnb599232358a46554f807aef0671,https://www.airbnb.es/rooms/10258480,-0.39390312758952944,39.48776787043813,2017-08-15 14:49:37.900000,2018-09-19 20:48:45.638000,airbnb52741391,entire_home,3,4,65,2,
airbnb599232358a46554f807aef0672,https://www.airbnb.es/rooms/19666217,-0.39454360233439534,39.4892705744724,2017-08-15 14:49:37.900000,2017-10-10 19:11:24.266000,airbnb138475796,entire_home,3,5,3,2,50
airbnb599232358a46554f807aef0673,https://www.airbnb.es/rooms/18271890,-0.3947171627566401,39.48912227083369,2017-08-15 14:49:37.899000,2017-10-10 19:10:50.784000,airbnb38465869,entire_home,3,5,22,1,45
airbnb599232358a46554f807aef0674,https://www.airbnb.es/rooms/23452685,-0.3943051221423308,39.48992053159966,2018-04-24 14:17:18.563000,2018-05-13 08:27:10.601000,airbnb174964325,shared_room,1,2,4,1,43
airbnb599232358a46554f807aef0675,https://www.airbnb.es/rooms/15291596,-0.3939726497119696,39.49023622903315,2017-08-15 14:49:41.877000,2018-09-19 21:05:52.182000,airbnb97295212,private_room,0,2,17,1,
airbnb599232358a46554f807aef0676,https://www.airbnb.es/rooms/17959596,-0.3940246927613377,39.49023965922992,2017-08-15 14:49:46.009000,2018-05-30 16:57:01.710000,airbnb19149585,private_room,1,2,0,3,20
airbnb599232358a46554f807aef0677,https://www.airbnb.es/rooms/6180240,-0.39428309725674054,39.49055623350372,2017-08-15 14:49:37.900000,2018-09-19 20:48:21.470000,airbnb31581538,entire_home,3,4,83,2,
airbnb599232358a46554f807aef0678,https://www.airbnb.es/rooms/21793574,-0.39800790258866076,39.49130125935121,2018-04-24 14:15:55.573000,2018-09-19 21:12:27.845000,airbnb122005739,private_room,1,1,1,1,
airbnb599232358a46554f807aef0679,https://www.airbnb.es/rooms/25047368,-0.39757308646829104,39.49336614916033,2018-05-25 07:24:24.448000,2018-05-30 16:54:28.114000,airbnb113847193,private_room,1,2,0,1,18
airbnb599232358a46554f807aef0680,https://www.airbnb.es/rooms/14124933,-0.39775560421542244,39.49271706573394,2017-08-15 11:10:13.635000,2018-09-19 20:46:10.938000,airbnb3545463,entire_home,4,6,11,2,
airbnb599232358a46554f807aef0681,https://www.airbnb.es/rooms/21228240,-0.3966436010383151,39.492379744704756,2018-04-24 14:17:18.563000,2018-09-19 20:47:46.937000,airbnb14270499,entire_home,4,5,10,2,
airbnb599232358a46554f807aef0682,https://www.airbnb.es/rooms/19071460,-0.3971041238022759,39.49280148297384,2017-08-15 11:10:09.629000,2018-09-19 20:50:06.846000,airbnb133148419,entire_home,3,5,46,1,
airbnb599232358a46554f807aef0683,https://www.airbnb.es/rooms/25664156,-0.39575874555741847,39.491158964834504,2018-08-26 20:34:44.307000,2018-09-19 21:03:36.522000,airbnb191428511,entire_home,5,6,12,2,
airbnb599232358a46554f807aef0684,https://www.airbnb.es/rooms/25877947,-0.3942770013317573,39.49116639177852,2018-08-26 20:34:44.307000,2018-09-19 20:45:04.648000,airbnb194442160,entire_home,2,4,9,2,
airbnb599232358a46554f807aef0685,https://www.airbnb.es/rooms/15768470,-0.3941628843787326,39.491145379684106,2017-08-15 14:49:37.901000,2018-05-30 16:55:19.227000,airbnb101967245,entire_home,1,2,17,3,51
airbnb599232358a46554f807aef0686,https://www.airbnb.es/rooms/15046749,-0.394247951026748,39.49165767461901,2017-08-15 14:50:34.833000,2018-09-19 20:48:56.441000,airbnb95084340,entire_home,0,4,3,3,
airbnb599232358a46554f807aef0687,https://www.airbnb.es/rooms/25320493,-0.394,39.492,2018-05-25 07:24:24.449000,2018-09-19 20:44:44.370000,airbnb17605432,entire_home,3,7,4,1,
airbnb599232358a46554f807aef0688,https://www.airbnb.es/rooms/26497314,-0.3945942841435989,39.49217496661734,2018-08-26 20:34:57.275000,2018-09-19 20:47:10.186000,airbnb177120607,private_room,0,1,2,1,
airbnb599232358a46554f807aef0689,https://www.airbnb.es/rooms/24416370,-0.3944264156347222,39.49244712557937,2018-04-24 14:17:10.028000,2018-05-30 16:55:34.959000,airbnb184348778,entire_home,4,8,7,2,36
airbnb599232358a46554f807aef0690,https://www.airbnb.es/rooms/27479006,-0.3939548567733559,39.49275322274219,2018-08-26 20:34:44.306000,2018-09-19 20:41:56.836000,airbnb95084340,entire_home,3,4,4,3,
airbnb599232358a46554f807aef0691,https://www.airbnb.es/rooms/24049397,-0.3938054897045132,39.49353395353896,2018-05-05 01:22:32.727000,2018-09-19 21:03:02.766000,airbnb47270713,shared_room,1,2,3,1,
airbnb599232358a46554f807aef0692,https://www.airbnb.es/rooms/23040440,-0.39566686641728355,39.492265415285146,2018-04-24 14:17:10.028000,2018-05-30 16:54:47.903000,airbnb170980781,entire_home,3,5,23,1,60
airbnb599232358a46554f807aef0693,https://www.airbnb.es/rooms/13341440,-0.3957167906350586,39.493032757971015,2017-08-15 11:10:13.636000,2018-09-19 20:49:26.507000,airbnb75571396,entire_home,2,4,53,4,
airbnb599232358a46554f807aef0694,https://www.airbnb.es/rooms/18076217,-0.39556786516741516,39.493849586275026,2017-08-15 11:10:13.636000,2018-09-19 20:43:14.413000,airbnb19149585,entire_home,3,4,18,3,
airbnb599232358a46554f807aef0695,https://www.airbnb.es/rooms/27921587,-0.3948614389702647,39.49365114857988,2018-08-26 20:34:40.518000,2018-09-19 20:48:15.501000,airbnb8015395,private_room,1,2,3,2,
airbnb599232358a46554f807aef0696,https://www.airbnb.es/rooms/4615257,-0.39669002434341194,39.495366827914296,2017-08-15 11:10:13.637000,2018-09-19 20:47:42.605000,airbnb23909764,entire_home,0,4,103,3,
airbnb599232358a46554f807aef0697,https://www.airbnb.es/rooms/23126863,-0.3963278124390635,39.494738304970184,2018-05-05 01:22:42.981000,2018-09-19 20:47:58.370000,airbnb171857752,private_room,2,1,0,1,
airbnb599232358a46554f807aef0698,https://www.airbnb.es/rooms/15428202,-0.3983417839694846,39.49425465706562,2017-08-15 11:10:13.636000,2017-10-10 04:18:24.154000,airbnb98896585,entire_home,2,3,11,4,43
airbnb599232358a46554f807aef0699,https://www.airbnb.es/rooms/21658155,-0.39797396545862357,39.49456953105212,2018-05-05 01:22:32.728000,2018-09-19 20:48:27.105000,airbnb147792684,entire_home,3,4,11,2,
airbnb599232358a46554f807aef06100,https://www.airbnb.es/rooms/27499388,-0.3980557475946973,39.49521354599212,2018-08-26 20:34:57.275000,2018-09-19 20:46:53.137000,airbnb207293181,private_room,1,1,3,1,
airbnb599232358a46554f807aef06101,https://www.airbnb.es/rooms/7258797,-0.4005683715974658,39.493579924303084,2017-08-15 11:10:09.628000,2018-09-19 20:48:39.949000,airbnb37348019,private_room,1,2,57,2,
airbnb599232358a46554f807aef06102,https://www.airbnb.es/rooms/26555351,-0.3994288680665171,39.49387600644456,2018-08-26 20:34:44.307000,2018-09-19 21:03:12.798000,airbnb150920780,entire_home,2,5,8,1,
airbnb599232358a46554f807aef06103,https://www.airbnb.es/rooms/467151,-0.39944179805743313,39.49236330195996,2017-08-15 11:10:13.636000,2018-09-19 21:03:22.339000,airbnb2319737,entire_home,2,3,27,2,
airbnb599232358a46554f807aef06104,https://www.airbnb.es/rooms/27579945,-0.40041502731060236,39.491028100618735,2018-08-26 20:34:57.276000,2018-09-19 21:04:40.490000,airbnb39356820,entire_home,0,2,1,1,
airbnb599232358a46554f807aef06105,https://www.airbnb.es/rooms/20409375,-0.40046540379095236,39.49160628336834,2017-08-15 11:10:17.822000,2017-10-10 04:19:08.477000,airbnb81815155,entire_home,2,4,0,2,180
airbnb599232358a46554f807aef06106,https://www.airbnb.es/rooms/19547182,-0.3999687664308766,39.49324721918459,2017-08-15 11:10:09.628000,2018-09-19 20:43:35.647000,airbnb36202576,entire_home,2,4,17,2,
airbnb599232358a46554f807aef06107,https://www.airbnb.es/rooms/17569279,-0.40171885134265006,39.49310710772065,2017-08-15 11:10:13.636000,2017-10-10 04:18:35.598000,airbnb23764924,entire_home,2,4,11,1,47
airbnb599232358a46554f807aef06108,https://www.airbnb.es/rooms/10724845,-0.4010459122924814,39.491116993783635,2017-08-15 11:10:17.823000,2017-10-10 04:19:28.069000,airbnb49151744,private_room,1,2,3,1,15
airbnb599232358a46554f807aef06109,https://www.airbnb.es/rooms/9570755,-0.4023210861664866,39.491247203639496,2017-08-15 11:10:09.628000,2018-09-19 21:05:02.934000,airbnb45381798,private_room,1,2,28,2,
airbnb599232358a46554f807aef06110,https://www.airbnb.es/rooms/26491386,-0.4017181486947914,39.494759397162305,2018-08-26 20:34:57.276000,2018-09-19 21:04:21.173000,airbnb116797980,entire_home,1,6,2,3,
airbnb599232358a46554f807aef06111,https://www.airbnb.es/rooms/18157565,-0.4007837990468791,39.49732760769195,2017-08-15 11:10:13.637000,2018-09-19 21:11:23.981000,airbnb125152205,entire_home,4,6,6,1,
airbnb599232358a46554f807aef06112,https://www.airbnb.es/rooms/17405712,-0.4002131157226912,39.49809460207047,2017-08-15 11:10:13.636000,2018-05-30 16:55:15.867000,airbnb31750823,entire_home,3,6,17,2,54
airbnb599232358a46554f807aef06113,https://www.airbnb.es/rooms/22432296,-0.397433271527325,39.49661753470918,2018-05-05 01:22:32.728000,2018-09-19 21:04:06.176000,airbnb163973990,entire_home,3,3,6,4,
airbnb599232358a46554f807aef06114,https://www.airbnb.es/rooms/24551384,-0.3939689553667037,39.4973094688023,2018-05-05 01:22:32.728000,2018-05-30 16:57:07.349000,airbnb185291825,private_room,2,1,1,1,30
airbnb599232358a46554f807aef06115,https://www.airbnb.es/rooms/979214,-0.3944455655939325,39.496900120111896,2018-05-25 07:24:32.618000,2018-09-19 21:11:46.517000,airbnb3341341,private_room,0,9,15,1,
airbnb599232358a46554f807aef06116,https://www.airbnb.es/rooms/17887423,-0.3894490809940961,39.50940659915817,2017-08-15 11:10:44.711000,2018-09-16 20:29:31.729000,airbnb61533902,private_room,2,2,2,3,
airbnb599232358a46554f807aef06117,https://www.airbnb.es/rooms/121393,-0.38920606264736457,39.5196785276654,2018-04-09 16:47:34.609000,2018-09-16 20:16:49.268000,airbnb610265,private_room,0,3,0,1,
airbnb599232358a46554f807aef06118,https://www.airbnb.es/rooms/19385407,-0.38320675144271305,39.51779117868773,2017-08-15 07:27:56.595000,2017-10-09 10:34:22.597000,airbnb3297873,private_room,1,2,2,1,35
airbnb599232358a46554f807aef06119,https://www.airbnb.es/rooms/22409066,-0.3794719041013777,39.51717700310427,2018-04-09 16:47:29.184000,2018-09-16 20:28:35.289000,airbnb164034271,entire_home,4,9,13,2,
airbnb599232358a46554f807aef06120,https://www.airbnb.es/rooms/27336358,-0.3770562284763387,39.496238800246964,2018-08-27 01:31:47.879000,2018-09-20 18:30:11.054000,airbnb48575510,private_room,2,2,0,1,
airbnb599232358a46554f807aef06121,https://www.airbnb.es/rooms/21095002,-0.3775597253828178,39.496377278078256,2018-05-05 01:23:05.257000,2018-06-01 02:13:24.932000,airbnb105227997,private_room,0,1,9,3,18
airbnb599232358a46554f807aef06122,https://www.airbnb.es/rooms/23666794,-0.38079478087513924,39.50064086305185,2018-04-06 21:13:11.028000,2018-04-18 14:01:19.639000,airbnb177198796,entire_home,3,5,0,5,102
airbnb599232358a46554f807aef06123,https://www.airbnb.es/rooms/5000236,-0.38067865336209705,39.496218623175714,2017-08-15 14:50:55.006000,2018-09-20 17:09:27.647000,airbnb25785176,private_room,0,1,14,2,
airbnb599232358a46554f807aef06124,https://www.airbnb.es/rooms/24236635,-0.38282185877295577,39.496835628389334,2018-05-05 01:22:56.297000,2018-06-01 02:12:49.813000,airbnb70573711,private_room,1,2,2,1,18
airbnb599232358a46554f807aef06125,https://www.airbnb.es/rooms/24193487,-0.39189713264965553,39.49846038711259,2018-04-06 21:13:11.028000,2018-06-01 02:13:00.213000,airbnb182370137,entire_home,2,4,0,2,60
airbnb599232358a46554f807aef06126,https://www.airbnb.es/rooms/11563926,-0.38940720890493047,39.49778423133514,2017-08-15 14:50:34.833000,2018-04-18 14:01:37.349000,airbnb28818707,entire_home,0,2,0,1,89
airbnb599232358a46554f807aef06127,https://www.airbnb.es/rooms/24248914,-0.3860379673229921,39.496907558511374,2018-05-25 10:30:44.488000,2018-06-01 02:13:03.024000,airbnb13842378,entire_home,4,7,1,3,87
airbnb599232358a46554f807aef06128,https://www.airbnb.es/rooms/14327872,-0.3847198116579427,39.4910218651767,2017-08-15 14:49:37.901000,2017-10-10 19:11:40.234000,airbnb87681462,private_room,1,2,6,1,15
airbnb599232358a46554f807aef06129,https://www.airbnb.es/rooms/25387434,-0.3851627035033804,39.49159124482103,2018-08-27 01:30:56.788000,2018-09-20 17:03:01.701000,airbnb191666149,entire_home,2,4,7,2,
