Actividades económicas comerciales y de servicios;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Distrito;Barrio;Denominación;Comercio, restaurantes, hostelería y reparaciones;Transportes y comunicaciones;Instituciones financieras y seguros;Otros servicios;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1.1. la Seu;331;10;259;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1.2. la Xerea;434;32;736;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;1.3. el Carme;336;11;178;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;1.4. el Pilar;184;18;155;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;1.5. el Mercat;793;8;323;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;1.6. Sant Francesc;1.307;77;1.982;568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;2.1. Russafa;1.601;91;851;488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;2.2. el Pla del Remei;929;58;1.478;344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;2.3. Gran Via;819;32;844;297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;3.1. el Botànic;366;16;299;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;3.2. la Roqueta;528;27;459;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;3.3. la Petxina;646;50;400;279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;3.4. Arrancapins;1.047;111;867;485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;4.1. Campanar;731;63;389;225
4;2;4.2. les Tendetes;135;38;73;59
4;3;4.3. el Calvari;163;28;47;27
4;4;4.4. Sant Pau;467;72;447;229
5;1;5.1. Marxalenes;280;54;141;86
5;2;5.2. Morvedre;297;34;170;115
5;3;5.3. Trinitat;288;20;156;126
5;4;5.4. Tormos;245;55;109;83
5;5;5.5. Sant Antoni;283;49;178;109
6;1;6.1. Exposició;247;12;368;172
6;2;6.2. Mestalla;556;62;677;266
6;3;6.3. Jaume Roig;201;17;308;107
6;4;6.4. Ciutat Universitària;126;10;141;81
7;1;7.1. Nou Moles;762;128;328;281
7;2;7.2. Soternes;130;28;32;60
7;3;7.3. Tres Forques;149;39;56;53
7;4;7.4. la Fontsanta;86;14;16;27
7;5;7.5. la Llum;114;42;53;42
8;1;8.1. Patraix;858;114;426;300
8;2;8.2. Sant Isidre;245;86;83;71
8;3;8.3. Vara de Quart;460;96;152;127
8;4;8.4. Safranar;224;70;157;84
8;5;8.5. Favara;103;27;41;36
9;1;9.1. la Raiosa;468;72;276;225
9;2;9.2. l'Hort de Senabre;473;103;173;163
9;3;9.3. la Creu Coberta;169;45;51;44
9;4;9.4. Sant Marcel·lí;200;62;68;78
9;5;9.5. Camí Real;78;35;28;22
10;1;10.1. Mont-Olivet;607;80;288;183
10;2;10.2. En Corts;362;55;134;126
10;3;10.3. Malilla;560;160;222;159
10;4;10.4. Fonteta de Sant Lluís;68;30;30;25
10;5;10.5. na Rovella;115;42;35;62
10;6;10.6. la Punta;256;39;35;28
10;7;10.7. Ciutat de les Arts i de les Ciències;366;38;223;103
11;1;11.1. el Grau;359;302;168;91
11;2;11.2. el Cabanyal-el Canyamelar;848;140;236;214
11;3;11.3. la Malva-rosa;296;57;97;91
11;4;11.4. Beteró;145;36;73;39
11;5;11.5. Natzaret;134;29;39;44
12;1;12.1. Aiora;667;134;287;218
12;2;12.2. Albors;359;35;151;153
12;3;12.3. la Creu del Grau;364;76;152;135
12;4;12.4. Camí Fondo;105;21;90;47
12;5;12.5. Penya-roja;497;44;466;142
13;1;13.1. l'Illa Perduda;242;38;87;104
13;2;13.2. Ciutat Jardí;496;45;225;143
13;3;13.3. l'Amistat;224;29;115;94
13;4;13.4. la Bega Baixa;248;23;199;108
13;5;13.5. la Carrasca;128;13;114;83
14;1;14.1. Benimaclet;796;95;509;349
14;2;14.2. Camí de Vera;112;17;66;48
15;1;15.1. Orriols;353;60;121;118
15;2;15.2. Torrefiel;670;124;256;205
15;3;15.3. Sant Llorenç;268;36;196;108
16;1;16.1. Benicalap;1.015;282;460;326
16;2;16.2. Ciutat Fallera;109;44;40;48
17;1;17.1. Benifaraig;20;4;9;11
17;2;17.2. Poble Nou;30;7;16;5
17;3;17.3. Carpesa;35;12;12;4
17;4;17.4. Cases de Bàrcena;14;1;3;0
17;5;17.5. Mauella;3;1;0;0
17;6;17.6. Massarrojos;22;3;16;5
17;7;17.7. Borbotó;7;5;12;10
18;1;18.1. Benimàmet;296;9;64;70
18;2;18.2. Beniferri;65;16;115;38
19;1;19.1. el Forn d'Alcedo;105;16;29;10
19;2;19.2. el Castellar-l'Oliverar;167;103;77;49
19;3;19.3. Pinedo;112;23;36;39
19;4;19.4. el Saler;61;8;33;12
19;5;19.5. el Palmar;54;11;14;4
19;6;19.6. el Perellonet;34;5;25;6
19;7;19.7. la Torre;101;26;27;31
19;8;19.8. Faitanar;20;4;10;9
99;9;No consta;1.689;1.491;1.872;787
Impuesto de Actividades Económicas. Oficina de Estadística. Ajuntament de València;;;;;;
