Actividades económicas comerciales y de servicios;;;;;;;;;
;;;;;;;;;
Distrito;Barrio;Denominación;Comercio, restaurantes, hostelería y reparaciones;Transportes y comunicaciones;Instituciones financieras y seguros;Otros servicios;;;
1;1;1.1. la Seu;358;8;268;105;;;
1;2;1.2. la Xerea;424;35;736;220;;;
1;3;1.3. el Carme;334;14;184;143;;;
1;4;1.4. el Pilar;188;18;155;124;;;
1;5;1.5. el Mercat;794;7;350;132;;;
1;6;1.6. Sant Francesc;1.356;80;2.071;583;;;
2;1;2.1. Russafa;1.603;86;896;488;;;
2;2;2.2. el Pla del Remei;903;53;1.506;373;;;
2;3;2.3. Gran Via;848;37;856;327;;;
3;1;3.1. el Botànic;361;20;268;175;;;
3;2;3.2. la Roqueta;537;32;465;210;;;
3;3;3.3. la Petxina;639;53;416;297;;;
3;4;3.4. Arrancapins;1.077;108;866;491;;;
4;1;4.1. Campanar;783;72;381;243
4;2;4.2. les Tendetes;139;39;81;60
4;3;4.3. el Calvari;157;27;45;26
4;4;4.4. Sant Pau;475;71;465;244
5;1;5.1. Marxalenes;279;61;151;91
5;2;5.2. Morvedre;304;34;179;124
5;3;5.3. Trinitat;297;22;154;127
5;4;5.4. Tormos;238;50;107;80
5;5;5.5. Sant Antoni;281;42;171;113
6;1;6.1. Exposició;251;12;399;184
6;2;6.2. Mestalla;568;70;694;257
6;3;6.3. Jaume Roig;195;16;311;108
6;4;6.4. Ciutat Universitària;117;10;145;85
7;1;7.1. Nou Moles;783;120;324;288
7;2;7.2. Soternes;113;24;40;58
7;3;7.3. Tres Forques;161;32;62;54
7;4;7.4. la Fontsanta;78;12;16;29
7;5;7.5. la Llum;112;43;61;46
8;1;8.1. Patraix;867;117;426;307
8;2;8.2. Sant Isidre;261;93;87;79
8;3;8.3. Vara de Quart;482;86;180;136
8;4;8.4. Safranar;250;73;172;97
8;5;8.5. Favara;113;26;39;39
9;1;9.1. la Raiosa;459;76;272;223
9;2;9.2. l'Hort de Senabre;458;95;166;171
9;3;9.3. la Creu Coberta;153;42;50;48
9;4;9.4. Sant Marcel·lí;208;57;86;79
9;5;9.5. Camí Real;80;36;34;24
10;1;10.1. Mont-Olivet;579;90;295;203
10;2;10.2. En Corts;346;53;151;124
10;3;10.3. Malilla;593;169;237;163
10;4;10.4. Fonteta de Sant Lluís;72;31;31;24
10;5;10.5. na Rovella;120;44;33;60
10;6;10.6. la Punta;267;40;49;36
10;7;10.7. Ciutat de les Arts i de les Ciències;374;44;245;117
11;1;11.1. el Grau;340;263;162;78
11;2;11.2. el Cabanyal-el Canyamelar;875;140;248;204
11;3;11.3. la Malva-rosa;309;60;103;83
11;4;11.4. Beteró;167;36;80;44
11;5;11.5. Natzaret;132;30;39;35
11;0;11.0. El Puerto;63;61;15;20
12;1;12.1. Aiora;670;137;305;214
12;2;12.2. Albors;368;38;155;148
12;3;12.3. la Creu del Grau;377;76;164;138
12;4;12.4. Camí Fondo;115;18;101;51
12;5;12.5. Penya-roja;530;40;499;159
13;1;13.1. l'Illa Perduda;250;37;103;106
13;2;13.2. Ciutat Jardí;504;37;237;140
13;3;13.3. l'Amistat;221;36;116;91
13;4;13.4. la Bega Baixa;241;17;206;111
13;5;13.5. la Carrasca;122;14;107;86
14;1;14.1. Benimaclet;817;94;526;354
14;2;14.2. Camí de Vera;117;21;69;56
15;1;15.1. Orriols;362;63;140;120
15;2;15.2. Torrefiel;668;122;276;209
15;3;15.3. Sant Llorenç;296;37;209;106
16;1;16.1. Benicalap;1.022;279;511;338
16;2;16.2. Ciutat Fallera;122;38;30;45
17;1;17.1. Benifaraig;19;6;9;12
17;2;17.2. Poble Nou;41;7;18;5
17;3;17.3. Carpesa;34;13;18;6
17;4;17.4. Cases de Bàrcena;19;2;3;0
17;5;17.5. Mauella;2;1;1;0
17;6;17.6. Massarrojos;28;10;36;12
17;7;17.7. Borbotó;11;7;16;13
18;1;18.1. Benimàmet;348;61;165;106
18;2;18.2. Beniferri;73;13;124;40
19;1;19.1. el Forn d'Alcedo;120;17;29;11
19;2;19.2. el Castellar-l'Oliverar;177;122;69;52
19;3;19.3. Pinedo;141;23;47;47
19;4;19.4. el Saler;62;10;41;13
19;5;19.5. el Palmar;56;13;14;5
19;6;19.6. el Perellonet;35;3;23;9
19;7;19.7. la Torre;102;29;27;33
19;8;19.8. Faitanar;24;5;10;8
99;9;No consta;1.479;1.336;1.676;749
Impuesto de Actividades Económicas. Oficina de Estadística. Ajuntament de València;;;;;;
