"BA";"Nombre";"DT";"DTBA";"Indicador";"Valor 2010";"Valor 2011";"Valor 2012";"Valor 2013";"Valor 2014";"Valor 2015";"Valor 2016";"Valor 2017";"Valor 2018";"Valor 2019";"Valor 2020";"Valor 2021";"Valor 2022"
61;"l'Amistat";13;133;23;1,32;1,29;1,35;1,3;1,28;1,28;1,25;1,21;1,15;1,14;1,12;1,15;1,15
62;"la Bega Baixa";13;134;23;0,43;0,41;0,41;0,39;0,4;0,4;0,43;0,41;0,4;0,34;0,35;0,34;0,39
63;"la Carrasca";13;135;23;0,33;0,33;0,3;0,32;0,3;0,36;0,39;0,43;0,4;0,41;0,36;0,35;0,3
64;"Benimaclet";14;141;23;3,27;3,29;3,27;3,22;3,21;3,15;3,19;3,13;3,08;2,88;2,76;2,74;2,6
65;"Camí de Vera";14;142;23;0,33;0,3;0,29;0,31;0,33;0,34;0,34;0,35;0,33;0,31;0,3;0,31;0,31
66;"Orriols";15;151;23;4,3;4,21;4,05;3,85;3,75;3,67;3,61;3,54;3,69;3,85;4,04;3,9;3,82
67;"Torrefiel";15;152;23;4,26;4,24;4,17;4,2;4,14;4,07;4,02;3,99;3,92;3,98;4,02;4,01;3,9
68;"Sant Llorenç";15;153;23;0,56;0,54;0,52;0,57;0,57;0,56;0,57;0,53;0,53;0,55;0,53;0,53;0,5
69;"Benicalap";16;161;23;4,96;5,15;5,12;5,16;5,07;5,09;5;5,08;5,13;5,42;5,37;5,26;5,33
70;"Ciutat Fallera";16;162;23;1,13;1,07;1,02;0,96;0,94;0,87;0,89;0,85;0,91;0,91;0,92;0,92;0,94
71;"Benifaraig";17;171;23;0,02;0,02;0,02;0,02;0,03;0,03;0,02;0,02;0,03;0,03;0,03;0,04;0,03
72;"Poble Nou";17;172;23;0,13;0,11;0,09;0,09;0,08;0,08;0,09;0,09;0,1;0,11;0,11;0,1;0,11
73;"Carpesa";17;173;23;0,07;0,07;0,06;0,06;0,07;0,06;0,06;0,06;0,06;0,06;0,07;0,07;0,07
74;"Cases de Bàrcena";17;174;23;0,04;0,04;0,04;0,04;0,05;0,06;0,05;0,05;0,05;0,05;0,05;0,06;0,06
75;"Mauella";17;175;23;0;0;0;0;0,01;0;0;0;0;0;0;0;0
76;"Massarrojos";17;176;23;0,14;0,14;0,14;0,15;0,15;0,17;0,18;0,17;0,19;0,16;0,13;0,13;0,12
77;"Borbotó";17;177;23;0,04;0,04;0,03;0,02;0,03;0,03;0,03;0,04;0,03;0,03;0,03;0,04;0,04
78;"Benimàmet";18;181;23;1,56;1,59;1,6;1,63;1,56;1,5;1,44;1,41;1,39;1,53;1,57;1,58;1,58
79;"Beniferri";18;182;23;0,11;0,12;0,1;0,11;0,11;0,13;0,12;0,12;0,13;0,13;0,11;0,09;0,09
80;"el Forn d'Alcedo";19;191;23;0,11;0,12;0,09;0,1;0,09;0,1;0,1;0,09;0,1;0,12;0,13;0,12;0,15
81;"el Castellar-l'Oliverar";19;192;23;0,44;0,52;0,51;0,52;0,47;0,51;0,53;0,48;0,46;0,47;0,47;0,48;0,48
82;"Pinedo";19;193;23;0,22;0,29;0,29;0,25;0,24;0,23;0,25;0,2;0,21;0,19;0,19;0,18;0,18
83;"el Saler";19;194;23;0,24;0,23;0,22;0,19;0,17;0,18;0,17;0,18;0,2;0,22;0,22;0,24;0,23
84;"el Palmar";19;195;23;0,03;0,03;0,03;0,04;0,04;0,04;0,04;0,04;0,04;0,03;0,04;0,04;0,04
85;"el Perellonet";19;196;23;0,07;0,08;0,07;0,07;0,07;0,06;0,06;0,07;0,06;0,07;0,09;0,1;0,1
86;"la Torre";19;197;23;0,69;0,73;0,72;0,73;0,71;0,7;0,64;0,67;0,67;0,68;0,71;0,75;0,76
87;"Faitanar";19;198;23;0,05;0,03;0,05;0,06;0,07;0,08;0,12;0,14;0,13;0,17;0,2;0,21;0,24
