"BA";"Nombre";"DT";"DTBA";"Indicador";"Valor 2010";"Valor 2011";"Valor 2012";"Valor 2013";"Valor 2014";"Valor 2015";"Valor 2016";"Valor 2017";"Valor 2018";"Valor 2019";"Valor 2020";"Valor 2021";"Valor 2022"
74;"Cases de Bàrcena";17;174;11;5;5;6;7;4;4;5;8;8;10;13;14;14
75;"Mauella";17;175;11;1;1;1;1;1;1;1;1;3;3;1;1;0
76;"Massarrojos";17;176;11;98;108;110;121;115;115;134;140;146;164;176;175;176
77;"Borbotó";17;177;11;16;16;20;17;23;31;31;36;37;33;30;30;31
78;"Benimàmet";18;181;11;460;438;432;479;510;561;583;559;555;550;570;574;569
79;"Beniferri";18;182;11;35;31;27;35;34;48;47;46;57;50;58;50;53
80;"el Forn d'Alcedo";19;191;11;40;42;43;43;37;42;46;50;58;52;59;57;60
81;"el Castellar-l'Oliverar";19;192;11;252;250;237;254;243;242;257;256;274;307;298;306;294
82;"Pinedo";19;193;11;104;110;106;95;99;87;92;91;88;81;97;95;90
83;"el Saler";19;194;11;79;73;71;74;75;77;72;68;73;88;94;94;94
84;"el Palmar";19;195;11;21;20;14;14;14;15;16;20;24;22;24;25;23
85;"el Perellonet";19;196;11;67;57;65;64;59;64;62;60;63;52;61;62;67
86;"la Torre";19;197;11;168;168;161;161;139;147;160;167;179;186;191;205;210
87;"Faitanar";19;198;11;12;6;8;11;15;13;16;15;19;32;36;48;57
