"BA";"Nombre";"DT";"DTBA";"Indicador";"Valor 2010";"Valor 2011";"Valor 2012";"Valor 2013";"Valor 2014";"Valor 2015";"Valor 2016";"Valor 2017";"Valor 2018";"Valor 2019";"Valor 2020";"Valor 2021";"Valor 2022"
1;"la Seu";1;11;48;8,73;9,08;8,91;8,81;8,38;8,18;7,65;6,91;6,73;6,96;6,59;6,57;5,87
2;"la Xerea";1;12;48;9,48;10,03;9,81;9,87;9,95;10,23;10,17;9,48;9,11;9,41;8,86;9,21;8,98
3;"el Carme";1;13;48;8,09;7,78;7,71;7,81;7,95;7,87;7,96;7,91;7,84;7,36;6,88;6,65;6,28
4;"el Pilar";1;14;48;7,05;7,32;7,23;7,1;6,65;6,63;6,89;6,7;6,34;6,11;5,76;5,85;5,46
5;"el Mercat";1;15;48;8,42;7,71;7,33;7,94;7,73;7,72;7,32;6,92;6,8;6,16;5,83;5,82;5,54
6;"Sant Francesc";1;16;48;12,35;12,58;12,55;12,57;13,28;12,69;12,57;12,47;11,8;11,39;11,09;11,21;10,95
7;"Russafa";2;21;48;10,16;10,3;10,14;10,15;10,62;10,65;10,53;10,54;10,29;9,7;9,13;9,08;8,98
8;"el Pla del Remei";2;22;48;11,68;12,16;12,25;12,13;12,88;12,74;13,01;12,66;12,45;12,39;12,09;12,74;12,66
9;"Gran Via";2;23;48;12,3;12,4;12,59;12,64;12,95;12,76;12,59;12,41;11,74;11,56;11,33;11,59;11,43
10;"el Botànic";3;31;48;10,16;10,34;10,08;10,18;10,14;10,19;10,1;10,18;10,04;10,12;9,3;9,34;8,9
11;"la Roqueta";3;32;48;11,16;11,75;11,22;11,48;11,43;11,29;11,56;11,04;10,84;10,97;9,86;9,7;9,4
12;"la Petxina";3;33;48;10,63;10,91;11,3;11,32;11,53;11,77;12,01;11,75;11,57;11,19;10,94;11,08;11,14
13;"Arrancapins";3;34;48;10,49;10,73;10,89;11,2;11,48;11,68;11,62;11,53;11,33;11,07;10,85;10,89;10,89
14;"Campanar";4;41;48;6,46;6,47;6,53;6,97;7,31;7,43;7,53;7,8;7,8;7,7;7,47;8,26;8,46
15;"les Tendetes";4;42;48;8,5;9,15;9,43;9,04;9;9,09;9,15;8,66;8,86;8,66;8,71;8,96;9,55
16;"el Calvari";4;43;48;10,68;11,61;12,06;12,09;12,1;12,76;13,01;13,79;13,59;12,61;12,41;12,6;12,34
17;"Sant Pau";4;44;48;2,33;2,37;2,32;2,28;2,66;2,7;2,81;2,89;3,08;3,45;3,53;4,15;4,27
18;"Marxalenes";5;51;48;9,37;9,36;9,8;10,29;10,57;11,04;10,86;11,57;11,53;11,21;10,98;11,33;11,43
19;"Morvedre";5;52;48;9,8;10,19;10,08;10,59;10,66;11,08;10,61;10,39;10,07;10,41;9,95;10,27;10,24
20;"Trinitat";5;53;48;11,23;11,61;11,55;12,07;12,26;12,06;12;11,66;11,78;11,52;11,21;11,35;11,34
21;"Tormos";5;54;48;8,03;8,04;8,51;8,78;9,58;9,52;9,48;9,04;8,85;8,84;8,37;8,8;8,4
22;"Sant Antoni";5;55;48;7,62;7,92;8,08;8,09;8,38;8,25;8;8,1;7,84;8,04;8,43;9,09;9,44
23;"Exposició";6;61;48;8,32;8,45;9,28;9,52;9,81;9,92;10,15;10,07;9,54;10,33;10,65;10,79;11,49
24;"Mestalla";6;62;48;7,33;7,38;7,51;7,8;8,66;8,87;9,3;9,36;9,25;9,19;8,64;9,35;9,31
25;"Jaume Roig";6;63;48;9,95;9,61;9,3;9,3;9,63;10,12;10,66;10,74;11,3;11,28;11,39;11,98;12,75
26;"Ciutat Universitària";6;64;48;8,13;8,19;7,88;8,63;8,88;10,19;10,16;10,09;9,38;8,73;9,16;9,26;9,92
27;"Nou Moles";7;71;48;9,08;9,74;10,1;10,75;11,01;11,26;11,41;11,7;11,68;11,38;11,16;11,4;11,48
28;"Soternes";7;72;48;7,19;7,8;9,03;9,81;9,65;10,16;10,51;10,75;10,9;10,88;10,48;10,86;10,83
29;"Tres Forques";7;73;48;10,99;11,54;12,01;12,36;12,93;13,21;12,73;12,24;11,57;11,4;11,07;11,12;10,77
30;"la Fontsanta";7;74;48;8,49;8,76;9,37;9,32;9,53;8,49;9,69;9,93;9,86;9,09;8,98;9,37;8,49
31;"la Llum";7;75;48;5,17;5,93;6,25;6,03;6,43;7,02;8,14;8,19;8,38;8,04;8,11;8,86;8,99
32;"Patraix";8;81;48;8,33;8,81;9,05;9,49;9,99;10,39;10,47;10,39;10,23;9,98;9,75;9,99;10,12
33;"Sant Isidre";8;82;48;2,71;3;3,15;3,47;3,61;3,83;4,22;4,51;4,21;4,15;4,1;4,22;4,25
34;"Vara de Quart";8;83;48;5,38;5,82;6,49;6,51;6,92;7,43;7,33;7,7;7,94;7,77;7,73;7,96;8,44
35;"Safranar";8;84;48;4,62;5,01;4,91;5,13;5,12;5,27;5,49;5,33;5,72;5,61;5,78;5,94;6,1
36;"Favara";8;85;48;5,18;5,42;5,28;4,97;5,33;5,26;5,15;5,69;6,05;6,03;6,44;6,52;6,81
37;"la Raiosa";9;91;48;8,23;8,71;8,95;9,19;9,48;9,93;10,07;10,17;10,11;10,22;10,12;10,43;10,37
38;"l'Hort de Senabre";9;92;48;5,78;6,14;6,36;6,61;6,89;7,04;7,17;7,42;7,64;7,78;7,87;8,16;8,24
39;"la Creu Coberta";9;93;48;6,47;6,38;6,23;6,59;7,2;6,99;7,55;7,68;7,63;8,05;7,76;7,94;7,56
41;"Camí Real";9;95;48;4,3;4,29;4,25;4,16;3,95;3,83;4,12;4,24;4,09;4,3;3,95;4,46;4,41
42;"Mont-Olivet";10;101;48;9,82;10,27;10,41;10,86;11,35;11,51;11,75;11,81;11,66;11,93;11,55;12,14;12,05
43;"en Corts";10;102;48;8,23;8,46;9,05;9,44;9,59;9,84;9,58;9,99;10,32;9,96;9,59;9,98;9,77
44;"Malilla";10;103;48;4,66;4,87;5,15;5,28;5,54;5,82;6,07;6,33;6,63;6,94;6,8;7,23;7,1
45;"Fonteta de Sant Lluís";10;104;48;7,33;7,84;8,14;8,87;8,31;8,4;7,65;7,56;7,66;7,96;7,03;7,72;6,99
46;"na Rovella";10;105;48;4,48;5,28;5,75;5,9;6,59;7,5;7,6;8,14;8,58;8,51;8,24;8,76;8,78
47;"la Punta";10;106;48;10,79;10,65;10,04;9,58;9,21;10,48;9,85;9,56;9,65;8,51;8,42;8,28;8,19
48;"Ciutat de les Arts i les Ciències";10;107;48;1,71;1,89;1,76;2,3;2,51;2,43;2,47;2,64;2,81;3,02;3,18;3,43;3,33
49;"el Grau";11;111;48;5,67;5,93;6,11;6,53;6,65;6,85;7,09;7,37;7,44;7,61;7,33;7,57;7,73
50;"el Cabanyal-el Canyamelar";11;112;48;10,03;10,36;10,36;10,4;10,74;11,04;11;10,73;10,65;10,64;10,09;10,07;9,51
51;"la Malva-rosa";11;113;48;6,85;7,04;7,71;8,17;8,28;8,66;8,68;8,93;9,02;8,57;8,44;8,94;8,43
52;"Beteró";11;114;48;4,85;5,2;5,55;5,74;5,73;6,11;6,16;6,42;6,71;6,72;6,78;6,82;7,05
53;"Natzaret";11;115;48;8,67;8,14;8,75;9,04;9,34;9,45;9,49;9,64;9,4;9,25;8,45;8,54;8,28
54;"Aiora";12;121;48;7,47;7,69;8,13;8,46;8,54;8,63;8,66;8,78;8,8;9,17;9,07;9,27;9,21
55;"Albors";12;122;48;8,03;8,3;8,71;8,98;9,82;9,54;9,16;8,61;8,97;9,06;8,87;9,06;9,18
56;"la Creu del Grau";12;123;48;6,47;6,55;6,6;6,68;7,03;7,36;7,27;7,6;7,74;7,65;7,65;7,85;7,92
57;"Camí Fondo";12;124;48;7,1;7,08;7,45;7,88;7,96;8,35;8,59;8,36;8,24;8,02;7,66;7,85;7,52
58;"Penya-roja";12;125;48;1,28;1,38;1,62;1,99;1,98;2,14;2,36;2,64;2,77;2,96;3,09;3,58;3,87
59;"l'Illa Perduda";13;131;48;7,48;7,87;8,19;9;9,19;9,51;9,54;9,88;9,83;9,18;8,86;9,31;9,34
60;"Ciutat Jardí";13;132;48;4,99;5,29;5,59;5,98;6,32;6,73;6,87;7,19;7,36;7,33;7,3;8,02;8,41
61;"l'Amistat";13;133;48;9,06;9,02;9,21;9,4;9,87;10,17;10,36;10,47;10,32;10,01;9,88;10,31;10,28
62;"la Bega Baixa";13;134;48;7,07;6,74;7,5;7,8;8,21;8,46;8,66;8,88;9,2;9,01;8,7;9,22;9,27
63;"la Carrasca";13;135;48;3,51;3,49;4,01;4,59;4,75;5,05;5,56;5,67;6,82;7,28;7,5;7,42;7,53
64;"Benimaclet";14;141;48;7,2;7,58;7,81;7,89;8,22;8,55;8,56;8,94;8,93;9,19;8,96;8,99;9,08
65;"Camí de Vera";14;142;48;3,71;3,83;4,09;4,58;4,82;5,13;5,27;5,35;5,37;5,52;5,39;5,36;5,69
66;"Orriols";15;151;48;7,64;8,27;8,37;8,92;9,46;9,91;10,4;10,49;10,62;10,41;9,92;10,24;10,07
67;"Torrefiel";15;152;48;6,06;6,42;6,63;6,84;7,44;7,83;8,02;7,95;8,17;8,18;7,9;8,31;8,29
68;"Sant Llorenç";15;153;48;1,52;1,66;1,83;2,01;2,13;2,31;2,15;2,42;2,68;2,78;3,1;3,68;4,07
69;"Benicalap";16;161;48;5,68;5,8;6,13;6,23;6,5;6,59;6,74;6,81;6,94;6,95;6,75;7,08;7,18
70;"Ciutat Fallera";16;162;48;6,25;6,33;6,34;6,18;6,48;7,02;7,16;7,54;7,35;7;6,44;7,52;7,92
71;"Benifaraig";17;171;48;8,45;8,58;8,25;9,11;9,54;9,85;9,63;9,8;9,49;10,12;9,09;8,96;7,84
72;"Poble Nou";17;172;48;9,6;9,07;8,73;8,57;8,78;8,65;8,57;7,49;8,22;8,1;8,22;8,24;8,11
73;"Carpesa";17;173;48;7,99;7,84;7,28;8,02;7,82;8,86;9,36;9,49;10,32;10,04;9,49;9,49;8,75
74;"Cases de Bàrcena";17;174;48;6,02;8,38;8,98;9,76;10,06;10,32;11,84;12,1;10,19;8,81;8,54;6,63;6,55
75;"Mauella";17;175;48;22,58;14,81;13,33;10,34;13,79;14,29;11,11;19,23;19,23;20,83;19,23;20,69;20
76;"Massarrojos";17;176;48;5,07;5,15;4,72;4,92;5,32;5,33;5,71;5,82;5,75;5,77;5,35;5,28;4,68
77;"Borbotó";17;177;48;9,75;9,64;10,32;9,78;9,59;9,02;7,43;8,33;9,03;10,43;10,07;10,68;8,71
78;"Benimàmet";18;181;48;5,53;5,5;5,62;5,82;6,12;6,22;6,48;6,84;6,95;7,02;6,75;6,88;6,83
79;"Beniferri";18;182;48;0,92;1,67;2,1;2,21;1,2;1,91;2,11;2,06;2,31;2,27;2,05;1,81;2,05
80;"el Forn d'Alcedo";19;191;48;9,33;10,04;9,3;10,89;10,93;10,73;11,13;9,81;9,18;9;9,78;10,53;10,19
81;"el Castellar-l'Oliverar";19;192;48;8,43;8,71;8,86;9,31;9,43;9,49;10,09;9,96;9,9;10,17;9,67;9,69;9,8
82;"Pinedo";19;193;48;7,29;7,16;7,5;8,22;8,27;8,44;8,45;8,73;8,52;9,48;9,52;9,54;9,74
83;"el Saler";19;194;48;2,55;2,39;2,77;2,76;2,61;2,76;3,83;4,32;3,89;3,86;4,44;4,59;4,98
84;"el Palmar";19;195;48;6,74;8,27;10,11;10,82;10,57;10,66;10,07;9,49;9,45;12,68;12,37;13,54;12,89
85;"el Perellonet";19;196;48;2,89;2,26;2,68;2,95;3,03;3,24;3,16;2,71;3,17;3,38;3,33;3,25;3,34
86;"la Torre";19;197;48;7,13;6,69;7,33;7,2;7,01;6,81;7,07;7,09;6,72;6,31;6,04;6,36;6,3
87;"Faitanar";19;198;48;4,37;7,35;1,11;0,93;2,18;2,09;2,06;2,61;1,93;2,38;2,3;2,07;2,01
