"BA";"Nombre";"DT";"DTBA";"Indicador";"Valor 2010";"Valor 2011";"Valor 2012";"Valor 2013";"Valor 2014";"Valor 2015";"Valor 2016";"Valor 2017";"Valor 2018";"Valor 2019";"Valor 2020";"Valor 2021";"Valor 2022"
1;"la Seu";1;11;9;69;69;68;73;73;68;73;78;90;76;59;57;61
2;"la Xerea";1;12;9;106;93;89;86;92;99;96;98;82;83;73;75;80
3;"el Carme";1;13;9;143;170;197;187;178;172;160;150;147;141;144;134;127
4;"el Pilar";1;14;9;115;106;94;103;106;121;119;121;135;131;128;117;119
5;"el Mercat";1;15;9;72;78;82;68;65;77;97;96;96;91;86;81;78
6;"Sant Francesc";1;16;9;127;132;131;115;111;103;109;119;122;127;116;115;102
7;"Russafa";2;21;9;734;722;766;763;735;665;640;625;623;609;602;619;617
8;"el Pla del Remei";2;22;9;179;170;199;202;189;188;183;210;186;192;186;193;182
9;"Gran Via";2;23;9;412;366;372;369;390;350;325;313;321;308;304;315;301
10;"el Botànic";3;31;9;169;184;180;178;163;178;172;183;175;157;155;134;133
11;"la Roqueta";3;32;9;122;117;118;117;126;109;102;91;101;112;111;98;87
12;"la Petxina";3;33;9;469;476;496;456;436;397;402;419;398;415;403;390;391
13;"Arrancapins";3;34;9;619;639;635;659;610;575;554;534;548;550;589;584;579
14;"Campanar";4;41;9;290;268;285;285;295;304;322;312;278;280;267;254;249
15;"les Tendetes";4;42;9;110;106;119;117;103;110;110;115;107;106;109;110;107
16;"el Calvari";4;43;9;111;112;147;143;137;113;108;101;99;105;103;94;89
17;"Sant Pau";4;44;9;657;710;746;772;759;786;761;750;695;688;654;631;572
18;"Marxalenes";5;51;9;275;260;253;275;266;265;249;231;225;213;239;243;240
19;"Morvedre";5;52;9;311;289;316;267;252;219;257;258;263;251;236;235;228
20;"Trinitat";5;53;9;189;197;210;211;212;194;179;182;190;197;210;194;193
21;"Tormos";5;54;9;300;298;285;285;276;253;235;230;222;213;216;211;199
22;"Sant Antoni";5;55;9;288;340;353;347;284;250;258;260;251;249;258;248;230
23;"Exposició";6;61;9;206;203;203;229;218;215;219;206;193;185;200;200;208
24;"Mestalla";6;62;9;456;494;543;545;510;478;420;429;396;425;435;428;398
25;"Jaume Roig";6;63;9;217;228;224;212;214;187;184;180;186;187;183;188;192
26;"Ciutat Universitària";6;64;9;87;101;107;107;97;81;66;68;77;85;76;93;78
27;"Nou Moles";7;71;9;691;690;715;666;621;569;601;603;579;560;550;534;533
28;"Soternes";7;72;9;166;174;166;163;151;140;144;135;135;126;108;96;105
29;"Tres Forques";7;73;9;249;264;264;262;244;206;178;201;223;214;219;224;216
30;"la Fontsanta";7;74;9;127;131;140;124;113;105;109;103;97;95;102;105;103
31;"la Llum";7;75;9;167;156;148;149;135;120;114;111;111;114;100;96;92
32;"Patraix";8;81;9;667;690;696;678;617;606;596;552;549;511;558;523;527
33;"Sant Isidre";8;82;9;326;331;354;328;332;297;265;247;257;254;226;207;213
34;"Vara de Quart";8;83;9;193;203;202;205;197;215;235;233;214;216;223;225;212
35;"Safranar";8;84;9;330;345;318;298;300;249;240;241;266;239;244;266;261
36;"Favara";8;85;9;114;108;111;101;104;98;102;91;85;91;93;79;74
37;"la Raiosa";9;91;9;406;411;425;427;412;431;409;395;346;325;330;310;278
38;"l'Hort de Senabre";9;92;9;519;503;487;472;464;450;412;389;380;410;387;338;325
39;"la Creu Coberta";9;93;9;132;147;139;147;152;146;144;136;128;116;129;127;138
41;"Camí Real";9;95;9;137;149;167;171;167;167;166;151;133;126;129;126;125
42;"Mont-Olivet";10;101;9;450;470;490;521;501;487;510;496;501;445;483;440;419
43;"en Corts";10;102;9;350;348;349;365;357;356;339;314;319;312;286;251;237
44;"Malilla";10;103;9;736;775;731;724;677;653;650;590;529;486;465;504;516
45;"Fonteta de Sant Lluís";10;104;9;98;88;101;87;80;69;55;67;59;68;66;76;77
46;"na Rovella";10;105;9;258;242;229;222;213;185;187;202;208;210;206;184;187
47;"la Punta";10;106;9;73;71;68;73;73;71;71;83;91;92;103;110;94
48;"Ciutat de les Arts i les Ciències";10;107;9;263;252;238;215;213;233;233;231;219;207;227;227;218
49;"el Grau";11;111;9;310;309;316;316;328;300;292;276;275;252;243;241;229
50;"el Cabanyal-el Canyamelar";11;112;9;610;639;688;689;637;615;592;567;556;496;466;450;417
51;"la Malva-rosa";11;113;9;405;393;408;392;391;340;316;272;275;272;296;288;282
52;"Beteró";11;114;9;233;233;241;253;234;218;207;180;180;177;174;154;156
53;"Natzaret";11;115;9;220;229;231;219;200;188;187;179;165;156;163;162;145
54;"Aiora";12;121;9;771;800;850;855;789;729;681;625;600;574;585;551;539
55;"Albors";12;122;9;221;206;187;186;211;198;207;201;223;222;206;185;169
56;"la Creu del Grau";12;123;9;496;475;478;468;458;450;429;398;398;389;397;346;299
57;"Camí Fondo";12;124;9;128;135;140;142;127;124;107;97;96;100;101;103;106
58;"Penya-roja";12;125;9;665;651;629;580;557;572;551;508;456;451;469;455;432
59;"l'Illa Perduda";13;131;9;236;229;228;205;221;227;247;218;211;203;200;198;176
60;"Ciutat Jardí";13;132;9;267;220;223;231;228;228;205;224;217;220;241;242;228
61;"l'Amistat";13;133;9;173;180;188;177;163;142;143;154;144;138;142;143;131
62;"la Bega Baixa";13;134;9;157;140;123;125;128;136;139;125;117;109;120;96;94
