"Any";"Indicador";"Barri";"Codi barri";"Valor"
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"1.1. la Seu";11;83,2620481927711
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"1.2. la Xerea";12;89,8937728937729
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"1.3. el Carme";13;73,9808394160584
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"1.4. el Pilar";14;72,0833333333333
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"1.5. el Mercat";15;80,8564814814815
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"1.6. Sant Francesc";16;82,8872549019608
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"2.1. Russafa";21;84,9426906265177
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"2.2. el Pla del Remei";22;118,301298701299
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"2.3. Gran Via";23;109,841346153846
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"3.1. el Botànic";31;77,5847953216374
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"3.2. la Roqueta";32;86,4225941422594
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"3.3. la Petxina";33;88,9967567567568
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"3.4. Arrancapins";34;91,5345384118786
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"4.1. Campanar";41;98,3694029850746
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"4.2. les Tendetes";42;73,3537906137184
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"4.3. el Calvari";43;65,1626297577855
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"4.4. Sant Pau";44;102,163314176245
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"5.1. Marxalenes";51;78,5531914893617
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"5.2. Morvedre";52;82,756323777403
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"5.3. Trinitat";53;81,1152647975078
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"5.4. Tormos";54;78,2339449541284
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"5.5. Sant Antoni";55;93,6100217864924
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"6.1. Exposició";61;98,5956043956044
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"6.2. Mestalla";62;92,2230514096186
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"6.3. Jaume Roig";63;102,167070217918
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"6.4. Ciutat Universitària";64;98,7953667953668
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"7.1. Nou Moles";71;87,2654280026543
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"7.2. Soternes";72;86,2382671480144
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"7.3. Tres Forques";73;76,6347607052897
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"7.4. la Fontsanta";74;73,1573033707865
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"7.5. la Llum";75;92,6134020618557
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"8.1. Patraix";81;85,8263736263736
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"8.2. Sant Isidre";82;98,921686746988
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"8.3. Vara de Quart";83;96,997542997543
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"8.4. Safranar";84;102,080495356037
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"8.5. Favara";85;80,1739130434783
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"9.1. la Raiosa";91;83,4893203883495
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"9.2. l'Hort de Senabre";92;84,6229946524064
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"9.3. la Creu Coberta";93;94,3577235772358
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"9.4. Sant Marcel·lí";94;74,8462365591398
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"9.5. Camí Real";95;96,3221649484536
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"10.1. Mont-Olivet";101;90,7898913951545
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"10.2. en Corts";102;85,5879556259905
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"10.3. Malilla";103;97,3926585094549
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"10.4. Fonteta de Sant Lluís";104;90,1114649681529
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"10.5. na Rovella";105;94,9027777777778
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"10.6. la Punta";106;70,8
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"10.7. Ciutat de les Arts i de les Ciències";107;89,9712812960236
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"11.1. el Grau";111;88,0660792951542
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"11.2. el Cabanyal-el Canyamelar";112;74,1147239263804
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"11.3. la Malva-rosa";113;79,72921108742
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"11.4. Beteró";114;90,7114285714286
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"11.5. Natzaret";115;73,2744565217391
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"12.1. Aiora";121;77,7739783152627
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"12.2. Albors";122;84,3681415929204
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"12.3. la Creu del Grau";123;77,3075313807531
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"12.4. Camí Fondo";124;77,0527426160338
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"12.5. Penya-roja";125;113,956647398844
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"13.1. l'Illa Perduda";131;87,6070460704607
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"13.2. Ciutat Jardí";132;96,2972149695387
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"13.3. l'Amistat";133;82,8552188552189
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"13.4. la Bega Baixa";134;100,128971962617
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"13.5. la Carrasca";135;104,63768115942
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"14.1. Benimaclet";141;82,7614833544037
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"14.2. Camí de Vera";142;100,446808510638
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"15.1. Orriols";151;72,5325112107623
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"15.2. Torrefiel";152;77,9279475982533
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"15.3. Sant Llorenç";153;98,7888
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"16.1. Benicalap";161;82,6341525857655
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"16.2. Ciutat Fallera";162;70,6666666666667
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"17.1. Benifaraig";171;105
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"17.2. Poble Nou";172;67
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"17.3. Carpesa";173;70,5
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"17.4. Cases de Bàrcena";174;105
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"17.5. Mauella";175;105
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"17.6. Massarrojos";176;104
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"17.7. Borbotó";177;108
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"18.1. Benimàmet";181;87,9421252371916
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"18.2. Beniferri";182;93,5
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"19.1. el Forn d'Alcedo";191;96
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"19.2. el Castellar-l'Oliverar";192;93,263698630137
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"19.3. Pinedo";193;83,9021739130435
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"19.4. el Saler";194;95
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"19.5. el Palmar";195;
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"19.6. el Perellonet";196;82
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"19.7. la Torre";197;82,0920245398773
2019;"Superfície m2 mediana Grup GGT01 VC: Habitatge Col·lectiu com a tipologia de més superfície";"19.8. Faitanar";198;73
